QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Export,"(0.2717936576915034, 'ImportAnnotations')","(0.473417385991667, 'JSON')","(0.4758634576677552, 'ImportCodebook')","(0.5416443570512789, 'Codebook')","(0.5425728468571375, 'Multivalued')","(0.542981349501406, 'Hierarchy')","(0.5481542274262732, 'CodebookUpdate')","(0.555232824781968, 'SidebarNavigation')","(0.563172979910099, 'Date')","(0.6122207972406005, 'Classifying')","(0.6478445174355281, 'ExportCodebook')","(0.6529958413813187, 'Autocomplete')","(0.6766343087009732, 'MoodleReport')","(0.6873905602868716, 'Alphabetical')","(0.6961735165664779, 'BuiltIn')","(0.6993617725566622, 'Remote')","(0.7504734193328838, 'Selector')","(0.7712416252613048, 'TextSummary')","(0.7935491744336991, 'URL')","(0.8065881186232844, 'Number')","(0.8093638542913192, 'HTML')","(0.8113501793832777, 'TXT')","(0.8134188007793696, 'Assessing')","(0.8143839779114047, 'PDF')","(0.8154420360218935, 'Canvas')","(0.8166270790250499, 'LastAnnotation')","(0.8175698583058831, 'SentimentAnalysis')","(0.818541869950509, 'MoodleComment')","(0.8186011690876682, 'AnnotationList')","(0.8189690805617351, 'Dropbox')","(0.8195902938871716, 'Categorize')","(0.8220945447741927, 'DOI')","(0.8227491898028441, 'Hypothesis')","(0.8228046081585132, 'URN')","(0.8232783049967606, 'DeleteAll')","(0.8237202030099636, 'Commenting')","(0.8238371124813668, 'Update')","(0.8238850407873277, 'Neo4J')","(0.8240512380440053, 'ScienceDirect')","(0.8242960033468477, 'Create')","(0.8243604785262771, 'Delete')","(0.8246042322499753, 'MoodleConsumer')","(0.824787780138065, 'SuggestedLiterature')","(0.8257701845500758, 'ACM')","(0.8260747153369581, 'PreviousAssignments')","(0.8263010326848812, 'Replying')","(0.8264412812555219, 'Springer')","(0.8264669961915566, 'AnnotatedPDF')","(0.8266546673178207, 'Manual')","(0.8271050416189911, 'BrowserStorage')","(0.8272488485049058, 'UserFilter')","(0.8278717389077728, 'CodebookDelete')","(0.8280946346773851, 'AnnotationServer')","(0.8282027686867257, 'MoodleResource')","(0.8283676119430115, 'GoogleSheetConsumer')","(0.8286559169819786, 'GoogleSheetProvider')","(0.8287626776654554, 'RenameCodebook')","(0.8292607054601409, 'ApplicationBased')","(0.830344469141423, 'MoodleProvider')","(1, 'Export')"
BrowserStorage,"(0.6728637540604765, 'AnnotationServer')","(0.7843267017629812, 'DOI')","(0.7959702378251265, 'Remote')","(0.7977465400249765, 'Neo4J')","(0.7978875758931803, 'Hypothesis')","(0.8092765937485085, 'ScienceDirect')","(0.8093069998927526, 'TXT')","(0.8131450332081068, 'GoogleSheetProvider')","(0.8138333072283036, 'Manual')","(0.8204781183191142, 'URL')","(0.8214084340709136, 'Alphabetical')","(0.8252249725371432, 'Date')","(0.8252920324518481, 'Number')","(0.8261800454780138, 'HTML')","(0.8271050416189911, 'Export')","(0.8273905008212725, 'Assessing')","(0.827664229227468, 'PDF')","(0.8281610992235263, 'Canvas')","(0.8282810592569402, 'LastAnnotation')","(0.8287714764400979, 'TextSummary')","(0.8287888066032431, 'MoodleComment')","(0.8289938877568634, 'SentimentAnalysis')","(0.8290608831903152, 'Categorize')","(0.8290624335461437, 'AnnotationList')","(0.8297552775496718, 'Dropbox')","(0.8298804845666412, 'URN')","(0.8300431669332373, 'JSON')","(0.8301140492130255, 'Commenting')","(0.8301146134314433, 'Autocomplete')","(0.8301440277440169, 'Update')","(0.8302622020095275, 'Create')","(0.830278880145285, 'Delete')","(0.8303421280446924, 'MoodleConsumer')","(0.830511961415119, 'DeleteAll')","(0.8305258718618908, 'SuggestedLiterature')","(0.8306503965558807, 'ACM')","(0.8307341560655631, 'Selector')","(0.830812951386675, 'ImportAnnotations')","(0.8308340657509695, 'Springer')","(0.830834939261737, 'MoodleReport')","(0.830841225552745, 'AnnotatedPDF')","(0.8309799531214472, 'Classifying')","(0.8310565149957571, 'SidebarNavigation')","(0.8310643999888371, 'UserFilter')","(0.8310677422259807, 'Replying')","(0.8311379619177992, 'Codebook')","(0.8312042232875081, 'ImportCodebook')","(0.831214935373036, 'PreviousAssignments')","(0.831356208777927, 'MoodleResource')","(0.8313611955310507, 'ExportCodebook')","(0.8313995625316115, 'Multivalued')","(0.8314867714252213, 'CodebookDelete')","(0.8315362265221151, 'BuiltIn')","(0.8315423897358062, 'RenameCodebook')","(0.8316732790811723, 'GoogleSheetConsumer')","(0.8317093698663031, 'Hierarchy')","(0.8317215897151046, 'ApplicationBased')","(0.8319172190423909, 'CodebookUpdate')","(0.8321882177903829, 'MoodleProvider')","(1, 'BrowserStorage')"
Dropbox,"(0.39164160053864466, 'ScienceDirect')","(0.4151142703864807, 'ACM')","(0.4156965330268612, 'Springer')","(0.43540431038336114, 'DOI')","(0.47019257600725706, 'PreviousAssignments')","(0.5828832282573707, 'TextSummary')","(0.5992484655820488, 'Canvas')","(0.6537519235674434, 'URL')","(0.6767443269548074, 'LastAnnotation')","(0.6830245898817766, 'AnnotatedPDF')","(0.7023995548142778, 'AnnotationList')","(0.7110788642676482, 'TXT')","(0.7204932921842205, 'Autocomplete')","(0.731184270666521, 'SentimentAnalysis')","(0.7438275007805731, 'JSON')","(0.7560514834298371, 'DeleteAll')","(0.7600065705934232, 'URN')","(0.7629879523614226, 'MoodleConsumer')","(0.7670800655291119, 'MoodleProvider')","(0.7698571914304465, 'MoodleReport')","(0.7765770235703577, 'ImportAnnotations')","(0.7830555499327639, 'Neo4J')","(0.7993886452463542, 'Hypothesis')","(0.8043185221003932, 'Alphabetical')","(0.8084923808267708, 'GoogleSheetConsumer')","(0.8140688643775768, 'Date')","(0.8143324212796036, 'Number')","(0.8161570138302962, 'SuggestedLiterature')","(0.8166408151855432, 'HTML')","(0.8168588224772139, 'Manual')","(0.8189690805617351, 'Export')","(0.8198168107905547, 'Assessing')","(0.8205401806587982, 'PDF')","(0.8235307465813516, 'MoodleComment')","(0.8242573775986421, 'Categorize')","(0.8243741695799027, 'Remote')","(0.8270554308144814, 'Commenting')","(0.8271339762831765, 'Update')","(0.8274424320097842, 'Create')","(0.8274858007625264, 'Delete')","(0.8284328596364006, 'Selector')","(0.8291171345685622, 'Classifying')","(0.8292035967536246, 'SidebarNavigation')","(0.8292536248465392, 'Codebook')","(0.8293404233134779, 'Replying')","(0.8293645416115183, 'ImportCodebook')","(0.8294540792604549, 'UserFilter')","(0.8297552775496718, 'BrowserStorage')","(0.8297736281669141, 'ExportCodebook')","(0.8300943203961965, 'Multivalued')","(0.830126746022921, 'MoodleResource')","(0.8302431057365176, 'BuiltIn')","(0.8303043059933389, 'CodebookDelete')","(0.8304864295990904, 'Hierarchy')","(0.8305311342293439, 'RenameCodebook')","(0.8306338501335554, 'AnnotationServer')","(0.83089878257029, 'ApplicationBased')","(0.8310440527274637, 'GoogleSheetProvider')","(0.8311001625669039, 'CodebookUpdate')","(1, 'Dropbox')"
BuiltIn,"(0.22953248631699788, 'ApplicationBased')","(0.27915716142848335, 'Codebook')","(0.5441293857651162, 'ImportCodebook')","(0.6471070105721594, 'Hypothesis')","(0.6961735165664779, 'Export')","(0.7232514667132899, 'ImportAnnotations')","(0.7271600360319199, 'Multivalued')","(0.7277422097474785, 'Hierarchy')","(0.7284034868791598, 'CodebookUpdate')","(0.7304316760830033, 'SidebarNavigation')","(0.7325765339526565, 'Date')","(0.7441440864985567, 'Classifying')","(0.7568800965061265, 'Autocomplete')","(0.7630460231939328, 'MoodleReport')","(0.7646762352171659, 'ExportCodebook')","(0.7717191199163864, 'Remote')","(0.7771696775219846, 'JSON')","(0.778210265807993, 'Manual')","(0.7898692995261681, 'Selector')","(0.791282520599454, 'Alphabetical')","(0.8120219858297674, 'TextSummary')","(0.8177863079103317, 'URL')","(0.8244487583193684, 'Number')","(0.8256351529520112, 'HTML')","(0.8272121180979981, 'Assessing')","(0.8275602586200549, 'PDF')","(0.8282304934383026, 'Canvas')","(0.8283298383356307, 'LastAnnotation')","(0.82840293048398, 'TXT')","(0.8289444760156952, 'MoodleComment')","(0.8292653069076157, 'Categorize')","(0.8292957497454786, 'SentimentAnalysis')","(0.8293274373253807, 'AnnotationList')","(0.8301863742071128, 'URN')","(0.8302431057365176, 'Dropbox')","(0.8304338517450133, 'Commenting')","(0.8304650642128786, 'Update')","(0.8305868267621656, 'Create')","(0.8306038446162785, 'Delete')","(0.8306679988660634, 'MoodleConsumer')","(0.8308772130144824, 'DOI')","(0.830880400311438, 'SuggestedLiterature')","(0.8309324562694824, 'DeleteAll')","(0.8309717525399197, 'ACM')","(0.8310623075771544, 'Neo4J')","(0.8310726451320021, 'ScienceDirect')","(0.8311454522478704, 'Springer')","(0.8311521116357397, 'AnnotatedPDF')","(0.8313555104462875, 'UserFilter')","(0.8313982475047951, 'Replying')","(0.8315362265221151, 'BrowserStorage')","(0.8315561975931717, 'PreviousAssignments')","(0.8316097778695883, 'MoodleResource')","(0.8317483843723695, 'CodebookDelete')","(0.8317659590832683, 'RenameCodebook')","(0.8319019272678453, 'GoogleSheetConsumer')","(0.8319032435681017, 'AnnotationServer')","(0.8320790769397388, 'GoogleSheetProvider')","(0.832292307521394, 'MoodleProvider')","(1, 'BuiltIn')"
Classifying,"(0.32517562917497717, 'SidebarNavigation')","(0.34501611173520985, 'Autocomplete')","(0.3812887361589555, 'Selector')","(0.4606056226534834, 'Multivalued')","(0.46314396028025395, 'Hierarchy')","(0.4673286011339356, 'CodebookUpdate')","(0.484064785354322, 'Commenting')","(0.48409546253543395, 'Categorize')","(0.48528594248336404, 'Assessing')","(0.4862820352260242, 'SuggestedLiterature')","(0.5094719676805298, 'Replying')","(0.5256648284957366, 'Date')","(0.572115121555138, 'SentimentAnalysis')","(0.6122207972406005, 'Export')","(0.6242991321504434, 'Codebook')","(0.6305323699597724, 'AnnotationList')","(0.6545900894328064, 'MoodleReport')","(0.6910670323101369, 'Remote')","(0.7180993238247543, 'ImportAnnotations')","(0.7384683555427167, 'ImportCodebook')","(0.7441440864985567, 'BuiltIn')","(0.7630421355709208, 'ExportCodebook')","(0.7855379804691617, 'TXT')","(0.7902929838324645, 'Hypothesis')","(0.8174924244025129, 'URL')","(0.8186785606961692, 'Alphabetical')","(0.8236029233360067, 'Number')","(0.8247149682804871, 'HTML')","(0.8265647382208794, 'PDF')","(0.8271731429873531, 'Canvas')","(0.8273310901859083, 'LastAnnotation')","(0.8279031582612114, 'TextSummary')","(0.8279613609791491, 'MoodleComment')","(0.8291171345685622, 'Dropbox')","(0.8293163041664825, 'URN')","(0.8295056129565853, 'JSON')","(0.8296434399596498, 'Update')","(0.8297900887769899, 'Create')","(0.8298107818181629, 'Delete')","(0.8298892442972448, 'MoodleConsumer')","(0.8299273841553834, 'DOI')","(0.830073680887968, 'DeleteAll')","(0.8302480939759574, 'Neo4J')","(0.8302681788969324, 'ScienceDirect')","(0.830271265220108, 'ACM')","(0.830498323113244, 'Springer')","(0.8305071617465983, 'AnnotatedPDF')","(0.8307820169109247, 'UserFilter')","(0.8309407116893853, 'PreviousAssignments')","(0.8309799531214472, 'BrowserStorage')","(0.8311386469761064, 'MoodleResource')","(0.8312842459938129, 'CodebookDelete')","(0.8313636968523815, 'RenameCodebook')","(0.8314474386050441, 'Manual')","(0.8314951709516815, 'AnnotationServer')","(0.8315062148002084, 'GoogleSheetConsumer')","(0.8315777260891691, 'ApplicationBased')","(0.831749666717391, 'GoogleSheetProvider')","(0.8321174525165299, 'MoodleProvider')","(1, 'Classifying')"
Replying,"(0.18404587977364684, 'Selector')","(0.21147299879502524, 'Commenting')","(0.21443818461685638, 'Categorize')","(0.21863049283653366, 'SuggestedLiterature')","(0.2229122585751945, 'Assessing')","(0.44253610253234127, 'SentimentAnalysis')","(0.5088885948133355, 'Autocomplete')","(0.5094719676805298, 'Classifying')","(0.5509515299653696, 'AnnotationList')","(0.6850984128461277, 'SidebarNavigation')","(0.7039671350221222, 'Update')","(0.7040621919617809, 'Create')","(0.7040758337460725, 'Delete')","(0.7047847685978378, 'UserFilter')","(0.7262060702348845, 'DeleteAll')","(0.7782755103827157, 'TXT')","(0.7802263562587831, 'Hypothesis')","(0.7892747285621295, 'Remote')","(0.8114678718879712, 'CodebookDelete')","(0.8156542485752698, 'Hierarchy')","(0.8185735888898574, 'URL')","(0.8196648174941593, 'Alphabetical')","(0.824123137674562, 'Date')","(0.8242068671333315, 'Number')","(0.8252372100704953, 'HTML')","(0.8263010326848812, 'Export')","(0.8269541712848568, 'PDF')","(0.8275221702954547, 'Canvas')","(0.8276664165709815, 'LastAnnotation')","(0.8282089576687508, 'TextSummary')","(0.8282524649455325, 'MoodleComment')","(0.8293404233134779, 'Dropbox')","(0.8295128902153521, 'URN')","(0.8296928031811149, 'JSON')","(0.830046198981745, 'MoodleConsumer')","(0.8300932238084132, 'DOI')","(0.8303882678512499, 'Neo4J')","(0.8304021301606971, 'ACM')","(0.8304066217209191, 'ScienceDirect')","(0.8305733634064075, 'ImportAnnotations')","(0.8305977727211288, 'MoodleReport')","(0.830613924323576, 'Springer')","(0.8306221738275633, 'AnnotatedPDF')","(0.8309370690907896, 'Codebook')","(0.8310102292263588, 'ImportCodebook')","(0.8310355216020576, 'PreviousAssignments')","(0.8310677422259807, 'BrowserStorage')","(0.8311928778801508, 'ExportCodebook')","(0.8312131085458802, 'MoodleResource')","(0.8312535043428818, 'Multivalued')","(0.8313982475047951, 'BuiltIn')","(0.8314248092386314, 'RenameCodebook')","(0.8315183806720525, 'Manual')","(0.8315545910046293, 'AnnotationServer')","(0.8315638436498235, 'GoogleSheetConsumer')","(0.8316269745752394, 'ApplicationBased')","(0.8317966269648155, 'GoogleSheetProvider')","(0.8318324133536499, 'CodebookUpdate')","(0.8321421686293125, 'MoodleProvider')","(1, 'Replying')"
ACM,"(0.004757839655364052, 'Springer')","(0.2529043306967227, 'DOI')","(0.26806743439521213, 'PreviousAssignments')","(0.2775166296527537, 'ScienceDirect')","(0.4151142703864807, 'Dropbox')","(0.7003232638158071, 'Autocomplete')","(0.7505857811284515, 'Canvas')","(0.7694281475749081, 'TextSummary')","(0.8160202579600957, 'Manual')","(0.8199258127132495, 'URL')","(0.8206471960819269, 'Alphabetical')","(0.8239914112234468, 'Date')","(0.8241460800484449, 'Number')","(0.824974234977705, 'HTML')","(0.8257701845500758, 'Export')","(0.826153623895908, 'Assessing')","(0.8264023807410726, 'TXT')","(0.8264310997927877, 'PDF')","(0.8270753458453016, 'LastAnnotation')","(0.8276293066679028, 'MoodleComment')","(0.8276839188673785, 'SentimentAnalysis')","(0.827840329421351, 'AnnotationList')","(0.8278503139316528, 'Remote')","(0.8279365944730329, 'Categorize')","(0.8289148081224532, 'URN')","(0.8290287688929835, 'JSON')","(0.8292095844476524, 'Commenting')","(0.8292479541489943, 'Update')","(0.829400379689872, 'Create')","(0.8294220411781241, 'Delete')","(0.8295045181109421, 'MoodleConsumer')","(0.82955585282244, 'DeleteAll')","(0.8296955224137629, 'SuggestedLiterature')","(0.8297518296244971, 'Neo4J')","(0.829869049673212, 'Selector')","(0.8299731070694771, 'ImportAnnotations')","(0.8299949598410877, 'MoodleReport')","(0.8301720970489096, 'AnnotatedPDF')","(0.830189269815072, 'Hypothesis')","(0.830271265220108, 'Classifying')","(0.8303140540430209, 'SidebarNavigation')","(0.8303428718370947, 'Codebook')","(0.8304021301606971, 'Replying')","(0.8304154529189527, 'ImportCodebook')","(0.830478049773158, 'UserFilter')","(0.8306503965558807, 'BrowserStorage')","(0.8306700779175173, 'ExportCodebook')","(0.83086351997943, 'Multivalued')","(0.8308806781033662, 'MoodleResource')","(0.8309717525399197, 'BuiltIn')","(0.8309957096888724, 'CodebookDelete')","(0.8311364659307338, 'RenameCodebook')","(0.8311508064791487, 'Hierarchy')","(0.8312206330976187, 'AnnotationServer')","(0.8312464724712366, 'GoogleSheetConsumer')","(0.8313796617017817, 'ApplicationBased')","(0.8315084258969884, 'GoogleSheetProvider')","(0.8315496907297559, 'CodebookUpdate')","(0.8319841695482865, 'MoodleProvider')","(1, 'ACM')"
Date,"(0.31855155474984553, 'Hierarchy')","(0.3928547421066515, 'Multivalued')","(0.40347841965936754, 'CodebookUpdate')","(0.41961725238775177, 'SidebarNavigation')","(0.5256648284957366, 'Classifying')","(0.555435409203585, 'Number')","(0.5612837363896519, 'Alphabetical')","(0.563172979910099, 'Export')","(0.5926128606840801, 'Codebook')","(0.5926683387166286, 'Autocomplete')","(0.6288143286193076, 'MoodleReport')","(0.6629061966671145, 'Remote')","(0.7014231785039783, 'ImportAnnotations')","(0.7230156313839929, 'ImportCodebook')","(0.7324167313249975, 'Selector')","(0.7325765339526565, 'BuiltIn')","(0.7358505612735636, 'ExportCodebook')","(0.7822382773311187, 'URL')","(0.8031026510852607, 'HTML')","(0.8038654859719939, 'TXT')","(0.8084319802585728, 'Assessing')","(0.8096909983368794, 'PDF')","(0.8100462404413296, 'TextSummary')","(0.8107605082673405, 'Canvas')","(0.8125970888756373, 'LastAnnotation')","(0.813024311530227, 'SentimentAnalysis')","(0.8140688643775768, 'Dropbox')","(0.8146666062243497, 'AnnotationList')","(0.8150509002903844, 'MoodleComment')","(0.8163819177707166, 'Categorize')","(0.8181991783723653, 'Hypothesis')","(0.818277478809099, 'DOI')","(0.8194806280179814, 'JSON')","(0.8199797985932589, 'DeleteAll')","(0.8203960716697003, 'URN')","(0.8207642296528882, 'Neo4J')","(0.8210326302339643, 'ScienceDirect')","(0.8215183828902084, 'Commenting')","(0.821660936680636, 'Update')","(0.8222187793371389, 'Create')","(0.8222969358685317, 'Delete')","(0.8225916296021352, 'SuggestedLiterature')","(0.822591909791796, 'MoodleConsumer')","(0.8235222062843996, 'PreviousAssignments')","(0.8239005493919569, 'Manual')","(0.8239914112234468, 'ACM')","(0.824123137674562, 'Replying')","(0.8247878299219739, 'Springer')","(0.8248182072064347, 'AnnotatedPDF')","(0.8252249725371432, 'BrowserStorage')","(0.8257366498783834, 'UserFilter')","(0.8261098164799893, 'CodebookDelete')","(0.8261859325997074, 'AnnotationServer')","(0.8266621209613548, 'GoogleSheetConsumer')","(0.8268340730920144, 'GoogleSheetProvider')","(0.8268427362430028, 'MoodleResource')","(0.8274837347996896, 'RenameCodebook')","(0.82804811940139, 'ApplicationBased')","(0.8292527232067456, 'MoodleProvider')","(1, 'Date')"
AnnotationList,"(0.3903890519269901, 'LastAnnotation')","(0.3965136600700189, 'AnnotatedPDF')","(0.40951965968931436, 'Canvas')","(0.4897434668846382, 'SentimentAnalysis')","(0.5129240151031569, 'TextSummary')","(0.5243105469859414, 'Assessing')","(0.5268159452044974, 'Categorize')","(0.529365852702044, 'Commenting')","(0.5318142676082258, 'SuggestedLiterature')","(0.5509515299653696, 'Replying')","(0.5638345278390943, 'Selector')","(0.6305323699597724, 'Classifying')","(0.6532973988424263, 'JSON')","(0.6552493036908758, 'Autocomplete')","(0.6858978090461528, 'DeleteAll')","(0.7023995548142778, 'Dropbox')","(0.7199968905963557, 'MoodleReport')","(0.735746812194752, 'ImportAnnotations')","(0.7528524529732658, 'SidebarNavigation')","(0.7802380193427197, 'TXT')","(0.7891541059903131, 'Hypothesis')","(0.7971635325977937, 'GoogleSheetConsumer')","(0.8062131017027567, 'URL')","(0.8075766411456974, 'Alphabetical')","(0.8146666062243497, 'Date')","(0.8151506105976234, 'Number')","(0.8169751181867361, 'HTML')","(0.8186011690876682, 'Export')","(0.8202360357527334, 'PDF')","(0.8229374562328222, 'MoodleComment')","(0.8230374563269165, 'Remote')","(0.8257735149314975, 'URN')","(0.8261112866312937, 'DOI')","(0.8264812504932351, 'Update')","(0.8267995000806834, 'Create')","(0.8268444151269847, 'Delete')","(0.827014687085295, 'MoodleConsumer')","(0.8271281829385086, 'Neo4J')","(0.827206690754538, 'ScienceDirect')","(0.827840329421351, 'ACM')","(0.8280160356228162, 'Codebook')","(0.8280765647139193, 'ImportCodebook')","(0.8283250652921884, 'Springer')","(0.8286394017665066, 'PreviousAssignments')","(0.8286481338878356, 'ExportCodebook')","(0.8289192239996521, 'UserFilter')","(0.8290624335461437, 'BrowserStorage')","(0.8293252027734522, 'Manual')","(0.8293274373253807, 'BuiltIn')","(0.8293838435574881, 'Multivalued')","(0.8294693427850192, 'Hierarchy')","(0.829639034259921, 'MoodleResource')","(0.8296510794382077, 'CodebookDelete')","(0.8299441912837605, 'AnnotationServer')","(0.8300723116527275, 'RenameCodebook')","(0.8303868143497017, 'GoogleSheetProvider')","(0.8304444104415016, 'CodebookUpdate')","(0.8304657114352415, 'ApplicationBased')","(0.8313565971358905, 'MoodleProvider')","(1, 'AnnotationList')"
Neo4J,"(0.42365790449871255, 'AnnotationServer')","(0.4240669909188208, 'Hypothesis')","(0.48810666289527366, 'Remote')","(0.5548252688459715, 'TXT')","(0.5848422309474178, 'MoodleConsumer')","(0.5876345771708582, 'MoodleProvider')","(0.6570942334694948, 'Manual')","(0.6866461232776213, 'SentimentAnalysis')","(0.7136260458033625, 'ScienceDirect')","(0.7266865087911984, 'DOI')","(0.7434133153737128, 'RenameCodebook')","(0.7436753239492374, 'GoogleSheetProvider')","(0.74389930269872, 'CodebookDelete')","(0.7488928729885186, 'ExportCodebook')","(0.7711023919637845, 'ImportCodebook')","(0.7752631901796461, 'DeleteAll')","(0.7830555499327639, 'Dropbox')","(0.7948980805044265, 'CodebookUpdate')","(0.7977465400249765, 'BrowserStorage')","(0.8090489011589196, 'Codebook')","(0.8128607320064327, 'URL')","(0.8144058972033236, 'Alphabetical')","(0.817422235658819, 'PreviousAssignments')","(0.8207642296528882, 'Date')","(0.8208909316974153, 'Number')","(0.8223664072195419, 'HTML')","(0.8238850407873277, 'Export')","(0.8243756138636221, 'Assessing')","(0.8248297040433242, 'PDF')","(0.8256399939514438, 'Canvas')","(0.8258525895298142, 'LastAnnotation')","(0.8266098555444342, 'TextSummary')","(0.8266939910703524, 'MoodleComment')","(0.8271281829385086, 'AnnotationList')","(0.8271444550376353, 'Categorize')","(0.8284972976589351, 'URN')","(0.828744030355238, 'JSON')","(0.8288040750102846, 'Autocomplete')","(0.8288805173426389, 'Commenting')","(0.8289295797270647, 'Update')","(0.8291226455414287, 'Create')","(0.8291498462180941, 'Delete')","(0.8295383786344328, 'SuggestedLiterature')","(0.8297518296244971, 'ACM')","(0.8298414783212517, 'Selector')","(0.8299647935716911, 'ImportAnnotations')","(0.8299966322131822, 'MoodleReport')","(0.8300457393253359, 'Springer')","(0.8300571325302265, 'AnnotatedPDF')","(0.8302480939759574, 'Classifying')","(0.8303464826270154, 'SidebarNavigation')","(0.8303882678512499, 'Replying')","(0.8304093578094965, 'UserFilter')","(0.8308592246332047, 'MoodleResource')","(0.8308950441730537, 'Multivalued')","(0.8310623075771544, 'BuiltIn')","(0.8312810069643262, 'Hierarchy')","(0.8312989623695873, 'GoogleSheetConsumer')","(0.8313984546500796, 'ApplicationBased')","(1, 'Neo4J')"
RenameCodebook,"(0.09152619468606778, 'CodebookDelete')","(0.22024390575528385, 'Manual')","(0.28176764929660103, 'ExportCodebook')","(0.582609168805536, 'ImportCodebook')","(0.6229195334295363, 'DeleteAll')","(0.7260381065084416, 'CodebookUpdate')","(0.7410132354903172, 'TXT')","(0.7434133153737128, 'Neo4J')","(0.7830566156569048, 'Codebook')","(0.8055153558837645, 'PreviousAssignments')","(0.8241537906436234, 'URL')","(0.8248183625623919, 'Alphabetical')","(0.8274837347996896, 'Date')","(0.8275290277580135, 'Number')","(0.8281359897761083, 'HTML')","(0.8287626776654554, 'Export')","(0.828955167722293, 'Assessing')","(0.8291391643156651, 'PDF')","(0.8294715505712741, 'Canvas')","(0.8295522918834165, 'LastAnnotation')","(0.8298763901521298, 'TextSummary')","(0.8298910821156272, 'MoodleComment')","(0.8300258134103372, 'SentimentAnalysis')","(0.8300723116527275, 'AnnotationList')","(0.83007231249367, 'Categorize')","(0.8301612860840097, 'Remote')","(0.8305311342293439, 'Dropbox')","(0.8306184271108888, 'URN')","(0.8307263057947343, 'JSON')","(0.8307721755865695, 'Autocomplete')","(0.8307746708779931, 'Commenting')","(0.8307947665555464, 'Update')","(0.8308740984229962, 'Create')","(0.8308853109672145, 'Delete')","(0.8309278728004639, 'MoodleConsumer')","(0.8309679724255973, 'DOI')","(0.8310515799690338, 'SuggestedLiterature')","(0.8311364659307338, 'ACM')","(0.8311482946531117, 'ScienceDirect')","(0.831194067667765, 'Selector')","(0.8312485052316138, 'ImportAnnotations')","(0.8312619521356724, 'Springer')","(0.8312638824365651, 'MoodleReport')","(0.8312668668873335, 'AnnotatedPDF')","(0.8313636968523815, 'Classifying')","(0.8314184159046902, 'SidebarNavigation')","(0.8314211173108008, 'UserFilter')","(0.8314248092386314, 'Replying')","(0.8315145488110899, 'Hypothesis')","(0.8315423897358062, 'BrowserStorage')","(0.8316267621760541, 'MoodleResource')","(0.831660937387766, 'Multivalued')","(0.8317659590832683, 'BuiltIn')","(0.83185904745673, 'AnnotationServer')","(0.8318623289947693, 'GoogleSheetConsumer')","(0.8318937337636931, 'ApplicationBased')","(0.8319027590482014, 'Hierarchy')","(0.832026670199617, 'GoogleSheetProvider')","(0.8322605058434248, 'MoodleProvider')","(1, 'RenameCodebook')"
SuggestedLiterature,"(0.05970422577965374, 'Commenting')","(0.06778687386615523, 'Categorize')","(0.09181817903462819, 'Assessing')","(0.21863049283653366, 'Replying')","(0.28403631356515274, 'Selector')","(0.40856806744465857, 'SentimentAnalysis')","(0.4862820352260242, 'Classifying')","(0.5318142676082258, 'AnnotationList')","(0.5504782129481305, 'Autocomplete')","(0.7257589177396357, 'SidebarNavigation')","(0.7695721181157246, 'TXT')","(0.7773078169645787, 'Hypothesis')","(0.801810437898631, 'URL')","(0.8161570138302962, 'Dropbox')","(0.8184630128263032, 'Alphabetical')","(0.8202410283402827, 'ScienceDirect')","(0.8225916296021352, 'Date')","(0.8227573596696129, 'Number')","(0.823780184986266, 'HTML')","(0.8241539404634464, 'DOI')","(0.824787780138065, 'Export')","(0.8255704896058771, 'PDF')","(0.8261269222163549, 'Canvas')","(0.826354729039082, 'LastAnnotation')","(0.8267184065764693, 'TextSummary')","(0.8270233385710093, 'MoodleComment')","(0.82734946345505, 'Remote')","(0.8285468070730455, 'URN')","(0.8286984828560022, 'JSON')","(0.8289337389539646, 'Update')","(0.829109543307369, 'Create')","(0.8291344626806157, 'Delete')","(0.8292291951717395, 'MoodleConsumer')","(0.8293181212174678, 'DeleteAll')","(0.8295383786344328, 'Neo4J')","(0.8296955224137629, 'ACM')","(0.8297860838502894, 'ImportAnnotations')","(0.8298113759752636, 'MoodleReport')","(0.8299760175365296, 'Springer')","(0.8299869748947925, 'AnnotatedPDF')","(0.8302028162133107, 'Codebook')","(0.8302829524344857, 'ImportCodebook')","(0.8303286928320128, 'UserFilter')","(0.8304136307638861, 'PreviousAssignments')","(0.8305258718618908, 'BrowserStorage')","(0.8305578199273552, 'ExportCodebook')","(0.8307596041207177, 'Multivalued')","(0.8307728138741501, 'MoodleResource')","(0.830880400311438, 'BuiltIn')","(0.8309026724075311, 'CodebookDelete')","(0.8309856726000336, 'Manual')","(0.8310515799690338, 'RenameCodebook')","(0.8310730617894806, 'Hierarchy')","(0.8311455370934361, 'AnnotationServer')","(0.8311731551794136, 'GoogleSheetConsumer')","(0.8313141113573768, 'ApplicationBased')","(0.8314523032560589, 'GoogleSheetProvider')","(0.8314959504841057, 'CodebookUpdate')","(0.8319552721383968, 'MoodleProvider')","(1, 'SuggestedLiterature')"
