QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
CodebookDelete,"(0.09152619468606778, 'RenameCodebook')","(0.23686098731308666, 'Manual')","(0.29399751079728237, 'ExportCodebook')","(0.5832113356789815, 'DeleteAll')","(0.5853224155129589, 'ImportCodebook')","(0.7268188875969556, 'CodebookUpdate')","(0.7410046138193334, 'TXT')","(0.74389930269872, 'Neo4J')","(0.7832908483215117, 'Codebook')","(0.7957206913803612, 'Update')","(0.7957959326339361, 'Create')","(0.7958065863316655, 'Delete')","(0.7963215693387958, 'UserFilter')","(0.8055931947968583, 'PreviousAssignments')","(0.8114678718879712, 'Replying')","(0.8117687302156097, 'Selector')","(0.8136590112096583, 'Remote')","(0.8144208914236525, 'Autocomplete')","(0.8150393108813155, 'SidebarNavigation')","(0.8215484931355934, 'URL')","(0.822460976166338, 'Alphabetical')","(0.823398934760273, 'Hierarchy')","(0.8261098164799893, 'Date')","(0.8261530200224758, 'Number')","(0.8269885112390931, 'HTML')","(0.8278717389077728, 'Export')","(0.8281144252655047, 'Assessing')","(0.8283663234402949, 'PDF')","(0.8288368059481984, 'Canvas')","(0.8289292117698857, 'LastAnnotation')","(0.8293866116369845, 'MoodleComment')","(0.8294345373331766, 'TextSummary')","(0.8296067646112346, 'SentimentAnalysis')","(0.829607812877052, 'Hypothesis')","(0.8296290508553582, 'Categorize')","(0.8296510794382077, 'AnnotationList')","(0.8303043059933389, 'Dropbox')","(0.830345544726969, 'URN')","(0.8305034670201281, 'JSON')","(0.8305453044114071, 'Commenting')","(0.8307382667968382, 'MoodleConsumer')","(0.8308426294848057, 'DOI')","(0.8309026724075311, 'SuggestedLiterature')","(0.8309957096888724, 'ACM')","(0.8310407727666178, 'ScienceDirect')","(0.8311473275769051, 'Springer')","(0.8311532130582655, 'AnnotatedPDF')","(0.8311611860268454, 'ImportAnnotations')","(0.8311807010798048, 'MoodleReport')","(0.8312842459938129, 'Classifying')","(0.8314867714252213, 'BrowserStorage')","(0.8315728389988678, 'MoodleResource')","(0.8316224418437269, 'Multivalued')","(0.8317483843723695, 'BuiltIn')","(0.8318413503010281, 'AnnotationServer')","(0.8318432851140432, 'GoogleSheetConsumer')","(0.8318695932639759, 'ApplicationBased')","(0.8320210668173823, 'GoogleSheetProvider')","(0.8322595829140763, 'MoodleProvider')","(1, 'CodebookDelete')"
MoodleComment,"(0.06297725778932613, 'MoodleResource')","(0.4065887585852458, 'MoodleReport')","(0.6633743277443631, 'PreviousAssignments')","(0.7136796363390019, 'Autocomplete')","(0.7448334198321054, 'Multivalued')","(0.7578178027677887, 'Remote')","(0.7945526087828723, 'TextSummary')","(0.8083087414039399, 'URL')","(0.8092280113048298, 'Alphabetical')","(0.8150509002903844, 'Date')","(0.8156343163173216, 'Number')","(0.8172353194704575, 'HTML')","(0.818541869950509, 'Export')","(0.8187783568624657, 'TXT')","(0.8196240305881867, 'Assessing')","(0.8202038836451414, 'PDF')","(0.8209156705711375, 'Canvas')","(0.8215727158299646, 'LastAnnotation')","(0.8223735358045137, 'SentimentAnalysis')","(0.8229374562328222, 'AnnotationList')","(0.8234369747449256, 'Categorize')","(0.8235307465813516, 'Dropbox')","(0.8254997856917321, 'JSON')","(0.8255547185366298, 'URN')","(0.8255617531866839, 'DOI')","(0.8261809944045221, 'Commenting')","(0.8262618118199485, 'Update')","(0.8262780188691536, 'DeleteAll')","(0.8264853530745111, 'Hypothesis')","(0.8265809993042235, 'Create')","(0.8266261027541542, 'Delete')","(0.8266939910703524, 'Neo4J')","(0.8267854850472155, 'ScienceDirect')","(0.8267972087287148, 'MoodleConsumer')","(0.8269490840159275, 'Selector')","(0.8270233385710093, 'SuggestedLiterature')","(0.82713249170355, 'ImportAnnotations')","(0.8275018071281263, 'Codebook')","(0.8275363627167353, 'ImportCodebook')","(0.8276293066679028, 'ACM')","(0.8277989373958865, 'SidebarNavigation')","(0.8279613609791491, 'Classifying')","(0.8281193802187379, 'Springer')","(0.8281383338008308, 'AnnotatedPDF')","(0.8281786624905213, 'ExportCodebook')","(0.8282524649455325, 'Replying')","(0.8287212154952388, 'UserFilter')","(0.8287888066032431, 'BrowserStorage')","(0.8288859129548649, 'Manual')","(0.8289444760156952, 'BuiltIn')","(0.829040311282347, 'Hierarchy')","(0.8293866116369845, 'CodebookDelete')","(0.8296566207875219, 'AnnotationServer')","(0.8297897055849554, 'GoogleSheetConsumer')","(0.8298910821156272, 'RenameCodebook')","(0.830108117772002, 'GoogleSheetProvider')","(0.8301655801939959, 'CodebookUpdate')","(0.8302902463081655, 'ApplicationBased')","(0.8311928305638989, 'MoodleProvider')","(1, 'MoodleComment')"
SidebarNavigation,"(0.25735969260427216, 'Hierarchy')","(0.2915623685092481, 'Multivalued')","(0.3055606262443197, 'CodebookUpdate')","(0.32517562917497717, 'Classifying')","(0.4132788159556469, 'Autocomplete')","(0.41961725238775177, 'Date')","(0.555232824781968, 'Export')","(0.5688736239353296, 'Selector')","(0.5717558113544637, 'Codebook')","(0.6143454802690688, 'MoodleReport')","(0.6254613575544574, 'Remote')","(0.6850984128461277, 'Replying')","(0.6981289334698787, 'ImportAnnotations')","(0.722453229333161, 'Assessing')","(0.7235690720591683, 'ImportCodebook')","(0.723954959918395, 'Categorize')","(0.7249936458223352, 'Commenting')","(0.7257589177396357, 'SuggestedLiterature')","(0.7304316760830033, 'BuiltIn')","(0.7399379106685945, 'SentimentAnalysis')","(0.746748043402244, 'Update')","(0.7468740144745775, 'Create')","(0.746891853022741, 'Delete')","(0.747748726323325, 'UserFilter')","(0.7528524529732658, 'AnnotationList')","(0.7534531185705168, 'ExportCodebook')","(0.7596852056119674, 'DeleteAll')","(0.8027923521119723, 'TXT')","(0.8045358903327797, 'Hypothesis')","(0.8150393108813155, 'CodebookDelete')","(0.8155415235209142, 'URL')","(0.8169628404394598, 'Alphabetical')","(0.8227410362212213, 'Number')","(0.8240471659067305, 'HTML')","(0.8262019203855939, 'PDF')","(0.8269314437642483, 'Canvas')","(0.8270828029870371, 'LastAnnotation')","(0.8277989373958865, 'MoodleComment')","(0.8278470092543103, 'TextSummary')","(0.8292035967536246, 'Dropbox')","(0.8293004681468983, 'URN')","(0.8295379610127641, 'JSON')","(0.8299138737708823, 'MoodleConsumer')","(0.8300467849398048, 'DOI')","(0.8303140540430209, 'ACM')","(0.8303464826270154, 'Neo4J')","(0.8303645787930702, 'ScienceDirect')","(0.8305483681129286, 'Springer')","(0.8305574355641001, 'AnnotatedPDF')","(0.8310417698671061, 'PreviousAssignments')","(0.8310565149957571, 'BrowserStorage')","(0.8311953202247467, 'MoodleResource')","(0.8314184159046902, 'RenameCodebook')","(0.8315589997838295, 'Manual')","(0.8315710492049166, 'AnnotationServer')","(0.831577488811036, 'GoogleSheetConsumer')","(0.831629031151179, 'ApplicationBased')","(0.8318197576841408, 'GoogleSheetProvider')","(0.8321567829597145, 'MoodleProvider')","(1, 'SidebarNavigation')"
MoodleProvider,"(0.04403296650351481, 'MoodleConsumer')","(0.5698293330972302, 'SentimentAnalysis')","(0.5876345771708582, 'Neo4J')","(0.6325132947005947, 'TXT')","(0.7670800655291119, 'Dropbox')","(0.771024526762028, 'Hypothesis')","(0.8261934164987853, 'URL')","(0.8268366837136467, 'Alphabetical')","(0.8292527232067456, 'Date')","(0.8292588489637006, 'Number')","(0.829783523345234, 'HTML')","(0.830344469141423, 'Export')","(0.8304668886995187, 'Assessing')","(0.8306151706131918, 'PDF')","(0.8309038024178956, 'Canvas')","(0.8309389275101058, 'LastAnnotation')","(0.8311928305638989, 'MoodleComment')","(0.8312849731169589, 'TextSummary')","(0.831323391731471, 'Categorize')","(0.8313565971358905, 'AnnotationList')","(0.8314686775063845, 'Remote')","(0.8316885886935736, 'URN')","(0.831783172392694, 'JSON')","(0.8317836414359905, 'Commenting')","(0.8317955166846951, 'Update')","(0.8318415820607908, 'Create')","(0.831847986084517, 'Delete')","(0.8318839125155183, 'Autocomplete')","(0.8319552721383968, 'SuggestedLiterature')","(0.83197162960393, 'DOI')","(0.8319841695482865, 'ACM')","(0.8319842039388607, 'DeleteAll')","(0.8320336629821458, 'ScienceDirect')","(0.8320467928905484, 'Springer')","(0.8320491703004084, 'AnnotatedPDF')","(0.8320562542301589, 'Selector')","(0.83208272138195, 'ImportAnnotations')","(0.8320917383428641, 'MoodleReport')","(0.8321174525165299, 'Classifying')","(0.8321209043464116, 'UserFilter')","(0.8321421686293125, 'Replying')","(0.8321567829597145, 'SidebarNavigation')","(0.8321882177903829, 'BrowserStorage')","(0.8322003065977135, 'Codebook')","(0.8322011932211071, 'PreviousAssignments')","(0.8322081346814127, 'MoodleResource')","(0.8322228731469082, 'ImportCodebook')","(0.8322378962272716, 'Multivalued')","(0.8322586020815831, 'ExportCodebook')","(0.8322595829140763, 'CodebookDelete')","(0.8322605058434248, 'RenameCodebook')","(0.832292307521394, 'BuiltIn')","(0.8323093341448692, 'ApplicationBased')","(0.8323107767879677, 'GoogleSheetConsumer')","(0.8323123254396582, 'AnnotationServer')","(0.8323357773650032, 'Manual')","(0.8323513037488212, 'Hierarchy')","(0.8323718611736588, 'GoogleSheetProvider')","(0.8323812862519399, 'CodebookUpdate')","(1, 'MoodleProvider')"
ImportAnnotations,"(0.25578585400128495, 'JSON')","(0.2717936576915034, 'Export')","(0.4862545355337538, 'ImportCodebook')","(0.6277077463008642, 'Codebook')","(0.6631326045254904, 'ExportCodebook')","(0.6820157002521954, 'TextSummary')","(0.690826697065458, 'MoodleReport')","(0.6934859640178421, 'Multivalued')","(0.6943137867062021, 'Hierarchy')","(0.6954502775720433, 'CodebookUpdate')","(0.6981289334698787, 'SidebarNavigation')","(0.6994089977510893, 'Alphabetical')","(0.7014231785039783, 'Date')","(0.7180993238247543, 'Classifying')","(0.7190946666977173, 'LastAnnotation')","(0.7212124726757856, 'Canvas')","(0.7221148610922095, 'AnnotatedPDF')","(0.7232514667132899, 'BuiltIn')","(0.735746812194752, 'AnnotationList')","(0.7358057803263613, 'Autocomplete')","(0.7562821333551805, 'Remote')","(0.7722759918003254, 'DeleteAll')","(0.7765770235703577, 'Dropbox')","(0.7808170998114209, 'Selector')","(0.7912000342858068, 'SentimentAnalysis')","(0.8119334170276696, 'GoogleSheetConsumer')","(0.8138880027209683, 'URL')","(0.8216174176545066, 'Number')","(0.8230290729352059, 'HTML')","(0.824942832143343, 'Assessing')","(0.8253735576731523, 'PDF')","(0.826058956950809, 'TXT')","(0.82713249170355, 'MoodleComment')","(0.8275547551311586, 'Categorize')","(0.8288150676821125, 'URN')","(0.8291698243410672, 'Commenting')","(0.8292151726111638, 'Update')","(0.8293934752911846, 'Create')","(0.8294185776093759, 'Delete')","(0.8295136247711136, 'MoodleConsumer')","(0.8295943186668339, 'DOI')","(0.8297860838502894, 'SuggestedLiterature')","(0.8299647935716911, 'Neo4J')","(0.8299731070694771, 'ACM')","(0.8299878505141554, 'ScienceDirect')","(0.8302433185741802, 'Springer')","(0.8305733634064075, 'Replying')","(0.8305774648285894, 'UserFilter')","(0.8306666053869176, 'Hypothesis')","(0.8307730190089422, 'PreviousAssignments')","(0.830812951386675, 'BrowserStorage')","(0.8309913289911036, 'MoodleResource')","(0.8311611860268454, 'CodebookDelete')","(0.8312485052316138, 'RenameCodebook')","(0.8313468559470123, 'Manual')","(0.8313988121085741, 'AnnotationServer')","(0.8314899069016315, 'ApplicationBased')","(0.8316804985397849, 'GoogleSheetProvider')","(0.83208272138195, 'MoodleProvider')","(1, 'ImportAnnotations')"
Alphabetical,"(0.2285338572531952, 'Number')","(0.5612837363896519, 'Date')","(0.6873905602868716, 'Export')","(0.6981894165314757, 'JSON')","(0.6994089977510893, 'ImportAnnotations')","(0.7229985580665045, 'ImportCodebook')","(0.7451004879255672, 'ExportCodebook')","(0.7624486395102783, 'URL')","(0.7699614661263405, 'Codebook')","(0.7739577474267288, 'TextSummary')","(0.7767729325139076, 'Hierarchy')","(0.7894606201664116, 'TXT')","(0.791282520599454, 'BuiltIn')","(0.7927901120228747, 'HTML')","(0.8002551568394924, 'Assessing')","(0.8019899361291514, 'PDF')","(0.8027219588821062, 'Canvas')","(0.8037237124535216, 'Remote')","(0.8043185221003932, 'Dropbox')","(0.8046090008211507, 'SentimentAnalysis')","(0.8056468523070519, 'Autocomplete')","(0.8059456723465626, 'LastAnnotation')","(0.8075766411456974, 'AnnotationList')","(0.8088008921140303, 'Hypothesis')","(0.8092280113048298, 'MoodleComment')","(0.8106961141952511, 'DOI')","(0.8109843198135362, 'Categorize')","(0.8132801006763477, 'DeleteAll')","(0.8144058972033236, 'Neo4J')","(0.814921073874711, 'ScienceDirect')","(0.8150465468308845, 'MoodleReport')","(0.8151742364127447, 'Selector')","(0.8161676892204023, 'URN')","(0.8169628404394598, 'SidebarNavigation')","(0.8175837847982024, 'Commenting')","(0.8177625418637373, 'Update')","(0.8181088702882625, 'Manual')","(0.8182266869674426, 'PreviousAssignments')","(0.8184595771935771, 'Create')","(0.8184630128263032, 'SuggestedLiterature')","(0.8185569160998457, 'Delete')","(0.8186785606961692, 'Classifying')","(0.8189235694061393, 'MoodleConsumer')","(0.8196648174941593, 'Replying')","(0.8206471960819269, 'ACM')","(0.8213957055906416, 'Multivalued')","(0.8214084340709136, 'BrowserStorage')","(0.8216157081635399, 'Springer')","(0.8216524632177823, 'AnnotatedPDF')","(0.8221042812426267, 'AnnotationServer')","(0.822460976166338, 'CodebookDelete')","(0.8227569719210669, 'UserFilter')","(0.8228969010173921, 'GoogleSheetProvider')","(0.8229573974177856, 'CodebookUpdate')","(0.823077490393876, 'GoogleSheetConsumer')","(0.8240685817309055, 'MoodleResource')","(0.8248183625623919, 'RenameCodebook')","(0.8254713965069714, 'ApplicationBased')","(0.8268366837136467, 'MoodleProvider')","(1, 'Alphabetical')"
DeleteAll,"(0.41714944254312736, 'Update')","(0.4172859896203129, 'Create')","(0.4173062144065981, 'Delete')","(0.4185180056875609, 'UserFilter')","(0.5832113356789815, 'CodebookDelete')","(0.6229195334295363, 'RenameCodebook')","(0.6349443879030647, 'Manual')","(0.642217114877462, 'ExportCodebook')","(0.6551607540829518, 'LastAnnotation')","(0.6585735126156963, 'AnnotatedPDF')","(0.6593344222068908, 'Canvas')","(0.6858978090461528, 'AnnotationList')","(0.686495802549109, 'TextSummary')","(0.7103726120120336, 'ImportCodebook')","(0.7262060702348845, 'Replying')","(0.731173335204543, 'Selector')","(0.7347368358348008, 'JSON')","(0.7556438674083225, 'Remote')","(0.7560514834298371, 'Dropbox')","(0.758210500591138, 'Autocomplete')","(0.7596852056119674, 'SidebarNavigation')","(0.7644851766813611, 'MoodleReport')","(0.7682716340446261, 'CodebookUpdate')","(0.7703590902819653, 'TXT')","(0.7722759918003254, 'ImportAnnotations')","(0.7752631901796461, 'Neo4J')","(0.7789646014344745, 'SentimentAnalysis')","(0.797655125772787, 'Codebook')","(0.8072752060869792, 'Hierarchy')","(0.8073207648942679, 'GoogleSheetConsumer')","(0.8116626038454269, 'URL')","(0.8117998913229083, 'PreviousAssignments')","(0.8132801006763477, 'Alphabetical')","(0.8199797985932589, 'Date')","(0.8201271030752516, 'Number')","(0.8216857392256381, 'HTML')","(0.8232783049967606, 'Export')","(0.8238127977541947, 'Assessing')","(0.8242945517458002, 'PDF')","(0.8262780188691536, 'MoodleComment')","(0.826652582687507, 'Hypothesis')","(0.8267589109365755, 'Categorize')","(0.8282075583324755, 'URN')","(0.8286190675294028, 'Commenting')","(0.8290165046826877, 'DOI')","(0.829019286135173, 'MoodleConsumer')","(0.8293181212174678, 'SuggestedLiterature')","(0.8295133447756123, 'ScienceDirect')","(0.82955585282244, 'ACM')","(0.829871870964189, 'Springer')","(0.830073680887968, 'Classifying')","(0.830511961415119, 'BrowserStorage')","(0.8307445461760996, 'MoodleResource')","(0.8307688744143207, 'Multivalued')","(0.8309324562694824, 'BuiltIn')","(0.831179018183382, 'AnnotationServer')","(0.8313190824099128, 'ApplicationBased')","(0.8314979747009766, 'GoogleSheetProvider')","(0.8319842039388607, 'MoodleProvider')","(1, 'DeleteAll')"
Remote,"(0.3988231205029854, 'AnnotationServer')","(0.47585106414807526, 'Hypothesis')","(0.48810666289527366, 'Neo4J')","(0.6250334156096866, 'Multivalued')","(0.6254613575544574, 'SidebarNavigation')","(0.6405112969831838, 'Autocomplete')","(0.6421133049013253, 'Hierarchy')","(0.6608542843041063, 'CodebookUpdate')","(0.6609166102396428, 'MoodleReport')","(0.6629061966671145, 'Date')","(0.6910670323101369, 'Classifying')","(0.6993617725566622, 'Export')","(0.7082819275688182, 'ScienceDirect')","(0.7134126160610573, 'Codebook')","(0.7212055121717768, 'DOI')","(0.7235351873568868, 'TXT')","(0.730374506328915, 'Selector')","(0.7409071694875338, 'GoogleSheetProvider')","(0.7424319176434443, 'Update')","(0.742764621316928, 'Create')","(0.742811605234631, 'Delete')","(0.7449917502788921, 'UserFilter')","(0.748317589886976, 'Manual')","(0.7556438674083225, 'DeleteAll')","(0.7562821333551805, 'ImportAnnotations')","(0.7578178027677887, 'MoodleComment')","(0.7647942499096466, 'MoodleResource')","(0.7675904123754743, 'ImportCodebook')","(0.7717191199163864, 'BuiltIn')","(0.7821090232626116, 'ExportCodebook')","(0.7892747285621295, 'Replying')","(0.7912778362311131, 'PreviousAssignments')","(0.7959702378251265, 'BrowserStorage')","(0.801757343083966, 'URL')","(0.8037237124535216, 'Alphabetical')","(0.81025670299461, 'TextSummary')","(0.8132810747433656, 'Number')","(0.8136590112096583, 'CodebookDelete')","(0.8155309664047669, 'HTML')","(0.8186971512416986, 'Assessing')","(0.819431838000926, 'PDF')","(0.8205813171992365, 'Canvas')","(0.8211157385750598, 'LastAnnotation')","(0.8226323539081851, 'SentimentAnalysis')","(0.8230374563269165, 'AnnotationList')","(0.8233020176642788, 'Categorize')","(0.8243741695799027, 'Dropbox')","(0.825654148651526, 'URN')","(0.8258551976569101, 'JSON')","(0.8263269489264382, 'Commenting')","(0.8269802587138707, 'MoodleConsumer')","(0.82734946345505, 'SuggestedLiterature')","(0.8278503139316528, 'ACM')","(0.8283570084386677, 'Springer')","(0.8283765277047531, 'AnnotatedPDF')","(0.8301612860840097, 'RenameCodebook')","(0.8302120176308496, 'GoogleSheetConsumer')","(0.8305633254789396, 'ApplicationBased')","(0.8314686775063845, 'MoodleProvider')","(1, 'Remote')"
JSON,"(0.25578585400128495, 'ImportAnnotations')","(0.473417385991667, 'Export')","(0.5675695873102917, 'ImportCodebook')","(0.5929859275760677, 'TextSummary')","(0.6115042699162736, 'LastAnnotation')","(0.6151090169194824, 'AnnotatedPDF')","(0.6173050273242514, 'Canvas')","(0.6532973988424263, 'AnnotationList')","(0.6981894165314757, 'Alphabetical')","(0.7116630062793067, 'ExportCodebook')","(0.7347368358348008, 'DeleteAll')","(0.7365318044864295, 'Codebook')","(0.7438275007805731, 'Dropbox')","(0.7542284578383294, 'MoodleReport')","(0.7719369905158308, 'SentimentAnalysis')","(0.7771696775219846, 'BuiltIn')","(0.8047790409224694, 'GoogleSheetConsumer')","(0.8125870977306409, 'URL')","(0.8194806280179814, 'Date')","(0.8197298265765455, 'Number')","(0.821120846162316, 'HTML')","(0.8230860505254185, 'Assessing')","(0.8235346892647533, 'TXT')","(0.8235445930600819, 'PDF')","(0.8254997856917321, 'MoodleComment')","(0.8258551976569101, 'Remote')","(0.8259927434127246, 'Categorize')","(0.8274278214425658, 'Autocomplete')","(0.8275293844306563, 'URN')","(0.8279803991518944, 'Commenting')","(0.8280386227284385, 'Update')","(0.8281071603222807, 'DOI')","(0.8282687531496853, 'Create')","(0.8283013024036636, 'Delete')","(0.828424871009332, 'MoodleConsumer')","(0.8286984828560022, 'SuggestedLiterature')","(0.828744030355238, 'Neo4J')","(0.828788425508656, 'ScienceDirect')","(0.828914231470834, 'Selector')","(0.8290287688929835, 'ACM')","(0.8292246268543678, 'Hypothesis')","(0.8293879221524826, 'Springer')","(0.8295056129565853, 'Classifying')","(0.8295379610127641, 'SidebarNavigation')","(0.8296928031811149, 'Replying')","(0.8298342336954383, 'UserFilter')","(0.8298536129330485, 'PreviousAssignments')","(0.8300431669332373, 'BrowserStorage')","(0.8303201513333608, 'Multivalued')","(0.8303863630225037, 'MoodleResource')","(0.8305000457212862, 'Manual')","(0.8305034670201281, 'CodebookDelete')","(0.8306063246803361, 'Hierarchy')","(0.8307263057947343, 'RenameCodebook')","(0.8307791108661229, 'AnnotationServer')","(0.8310410779152957, 'ApplicationBased')","(0.8311392345603629, 'GoogleSheetProvider')","(0.8311889446331716, 'CodebookUpdate')","(0.831783172392694, 'MoodleProvider')","(1, 'JSON')"
ApplicationBased,"(0.22953248631699788, 'BuiltIn')","(0.4577633599128438, 'Codebook')","(0.6351593022572617, 'Hypothesis')","(0.6529547341888469, 'ImportCodebook')","(0.7761452504823818, 'Manual')","(0.8248143544433061, 'URL')","(0.8254713965069714, 'Alphabetical')","(0.82804811940139, 'Date')","(0.8280794095617355, 'Number')","(0.828657169070031, 'HTML')","(0.8292607054601409, 'Export')","(0.8294282585272068, 'Assessing')","(0.8295996386750156, 'PDF')","(0.8299167523342013, 'Canvas')","(0.8299247640040139, 'TXT')","(0.8299812647986413, 'LastAnnotation')","(0.8302902463081655, 'MoodleComment')","(0.8303138882820084, 'TextSummary')","(0.8304335215655914, 'SentimentAnalysis')","(0.8304537481136454, 'Categorize')","(0.8304657114352415, 'AnnotationList')","(0.8305633254789396, 'Remote')","(0.83089878257029, 'Dropbox')","(0.8309370887468788, 'URN')","(0.8310410779152957, 'JSON')","(0.8310723433547081, 'Commenting')","(0.831089630924342, 'Update')","(0.8311078150508586, 'Autocomplete')","(0.8311576295906733, 'Create')","(0.8311672082103265, 'Delete')","(0.8312034948745546, 'MoodleConsumer')","(0.8312665267806273, 'DOI')","(0.8313141113573768, 'SuggestedLiterature')","(0.8313190824099128, 'DeleteAll')","(0.8313796617017817, 'ACM')","(0.8313984546500796, 'Neo4J')","(0.8314062963875505, 'ScienceDirect')","(0.8314445044157474, 'Selector')","(0.8314843359219942, 'Springer')","(0.8314884166695556, 'AnnotatedPDF')","(0.8314899069016315, 'ImportAnnotations')","(0.8315033993014851, 'MoodleReport')","(0.8315777260891691, 'Classifying')","(0.8316158346013407, 'UserFilter')","(0.8316269745752394, 'Replying')","(0.831629031151179, 'SidebarNavigation')","(0.83171984376085, 'PreviousAssignments')","(0.8317215897151046, 'BrowserStorage')","(0.8317841481564858, 'MoodleResource')","(0.8318162655194185, 'ExportCodebook')","(0.8318194998451066, 'Multivalued')","(0.8318695932639759, 'CodebookDelete')","(0.8318937337636931, 'RenameCodebook')","(0.8319820294871214, 'AnnotationServer')","(0.8319831324272976, 'GoogleSheetConsumer')","(0.8320315897999678, 'Hierarchy')","(0.8321208729184545, 'GoogleSheetProvider')","(0.8321426915152083, 'CodebookUpdate')","(0.8323093341448692, 'MoodleProvider')","(1, 'ApplicationBased')"
URL,"(0.6537519235674434, 'Dropbox')","(0.7378660745975709, 'ScienceDirect')","(0.7615635046711807, 'TXT')","(0.7624486395102783, 'Alphabetical')","(0.7822382773311187, 'Date')","(0.7862294281294626, 'Number')","(0.7884989190121776, 'DOI')","(0.7915580609962657, 'HTML')","(0.7935491744336991, 'Export')","(0.7958008661067182, 'Hypothesis')","(0.7974621048277064, 'TextSummary')","(0.7991633683209298, 'Assessing')","(0.8009316241576855, 'PDF')","(0.8013957559181257, 'Canvas')","(0.801757343083966, 'Remote')","(0.801810437898631, 'SuggestedLiterature')","(0.8028998483154735, 'SentimentAnalysis')","(0.8032831897829433, 'Autocomplete')","(0.804963779473792, 'LastAnnotation')","(0.8062131017027567, 'AnnotationList')","(0.8083087414039399, 'MoodleComment')","(0.8100979239556461, 'Categorize')","(0.8114394424392597, 'ImportCodebook')","(0.8116626038454269, 'DeleteAll')","(0.812300267928985, 'Codebook')","(0.8125870977306409, 'JSON')","(0.8128607320064327, 'Neo4J')","(0.8134734514984604, 'MoodleReport')","(0.8136905910089417, 'Selector')","(0.8138880027209683, 'ImportAnnotations')","(0.8147213044610375, 'ExportCodebook')","(0.8153740248385439, 'URN')","(0.8155415235209142, 'SidebarNavigation')","(0.8166229679207931, 'Manual')","(0.8168139353394456, 'Commenting')","(0.816899831962332, 'PreviousAssignments')","(0.8169956410309367, 'Update')","(0.8171961050472456, 'Hierarchy')","(0.8174924244025129, 'Classifying')","(0.8177040414331647, 'Create')","(0.8177863079103317, 'BuiltIn')","(0.817802950106498, 'Delete')","(0.8181754767869943, 'MoodleConsumer')","(0.8185735888898574, 'Replying')","(0.8199258127132495, 'ACM')","(0.8203708643566073, 'Multivalued')","(0.8204781183191142, 'BrowserStorage')","(0.8209086086850768, 'Springer')","(0.8209458945167942, 'AnnotatedPDF')","(0.8210507064405986, 'AnnotationServer')","(0.8215484931355934, 'CodebookDelete')","(0.821868083514167, 'GoogleSheetProvider')","(0.8219248302668132, 'CodebookUpdate')","(0.8220659347826786, 'UserFilter')","(0.8221653378657131, 'GoogleSheetConsumer')","(0.8233948134869763, 'MoodleResource')","(0.8241537906436234, 'RenameCodebook')","(0.8248143544433061, 'ApplicationBased')","(0.8261934164987853, 'MoodleProvider')","(1, 'URL')"
URN,"(0.5607353844341564, 'TXT')","(0.5835161724576668, 'TextSummary')","(0.7600065705934232, 'Dropbox')","(0.8153740248385439, 'URL')","(0.8161676892204023, 'Alphabetical')","(0.8203960716697003, 'Date')","(0.8206984263097759, 'Number')","(0.821808247216375, 'HTML')","(0.8228046081585132, 'Export')","(0.8234366183746519, 'Assessing')","(0.8238282581712522, 'PDF')","(0.8243839353453537, 'Canvas')","(0.8247498124287057, 'LastAnnotation')","(0.8254730930319002, 'SentimentAnalysis')","(0.8255547185366298, 'MoodleComment')","(0.825654148651526, 'Remote')","(0.8257735149314975, 'AnnotationList')","(0.8260053312521364, 'Categorize')","(0.827068093868949, 'Autocomplete')","(0.8275293844306563, 'JSON')","(0.8277937982091507, 'DOI')","(0.8278857332936054, 'Commenting')","(0.8279422743509574, 'Update')","(0.8281664956729721, 'Create')","(0.8281983027660579, 'Delete')","(0.8282075583324755, 'DeleteAll')","(0.8283192596755515, 'MoodleConsumer')","(0.8284972976589351, 'Neo4J')","(0.8285468070730455, 'SuggestedLiterature')","(0.8285483608714328, 'ScienceDirect')","(0.8286722507975789, 'Selector')","(0.8287768103842958, 'Hypothesis')","(0.8288150676821125, 'ImportAnnotations')","(0.8288347645849827, 'MoodleReport')","(0.8289148081224532, 'ACM')","(0.8292318807030412, 'Codebook')","(0.8292721267208105, 'Springer')","(0.8292860564791176, 'AnnotatedPDF')","(0.8293004681468983, 'SidebarNavigation')","(0.8293024764135788, 'ImportCodebook')","(0.8293163041664825, 'Classifying')","(0.8295128902153521, 'Replying')","(0.8296270028900397, 'PreviousAssignments')","(0.8297038396481419, 'ExportCodebook')","(0.8297188824905872, 'UserFilter')","(0.8298804845666412, 'BrowserStorage')","(0.8301495903454846, 'Multivalued')","(0.8301863742071128, 'BuiltIn')","(0.8302384814587727, 'Manual')","(0.8302748456555936, 'MoodleResource')","(0.830345544726969, 'CodebookDelete')","(0.8303503538206167, 'Hierarchy')","(0.8306097924140292, 'AnnotationServer')","(0.8306184271108888, 'RenameCodebook')","(0.8306710232329194, 'GoogleSheetConsumer')","(0.8309370887468788, 'ApplicationBased')","(0.8309759083575056, 'GoogleSheetProvider')","(0.8310257639603412, 'CodebookUpdate')","(0.8316885886935736, 'MoodleProvider')","(1, 'URN')"
