QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Create,"(0.01564969179385054, 'Delete')","(0.1032106876291459, 'UserFilter')","(0.11893138510427408, 'Linking')","(0.14037281544530847, 'Update')","(0.19019747361724648, 'AnnotationList')","(0.19892866824204927, 'DeleteAll')","(0.28284020105493357, 'Remote')","(0.36449532672871743, 'Replying')","(0.37498908687439825, 'Selector')","(0.4039271268231684, 'Neo4J')","(0.4509197074836064, 'HTML')","(0.45855680276453314, 'Classifying')","(0.4742306343110988, 'Autocomplete')","(0.4954370757861784, 'Commenting')","(0.5228989389031979, 'PDF')","(0.5445003060095748, 'SidebarNavigation')","(0.5882074271644107, 'Hierarchy')","(0.6150522022589107, 'MoodleResource')","(0.6262903081741629, 'CodebookUpdate')","(0.6348369341955509, 'MoodleReport')","(0.6646702361707416, 'URL')","(0.6753353331106007, 'Alphabetical')","(0.6753353331106007, 'Date')","(0.6753353331106007, 'Number')","(0.6796246138465991, 'Export')","(0.6806070651812753, 'Assessing')","(0.6822886852616477, 'Canvas')","(0.6825500750471684, 'LastAnnotation')","(0.6828987831949779, 'TXT')","(0.6838619511329382, 'MoodleComment')","(0.6842039774889448, 'TextSummary')","(0.6848778092338472, 'Categorize')","(0.6849372174975874, 'SentimentAnalysis')","(0.6857544517950761, 'URN')","(0.6870483074090967, 'Dropbox')","(0.6870729203043129, 'JSON')","(0.6870899860256727, 'MoodleConsumer')","(0.6879311132984498, 'DOI')","(0.6882002922092614, 'SuggestedLiterature')","(0.688282899516368, 'ScienceDirect')","(0.6884999530730698, 'ACM')","(0.6886765286056221, 'AnnotatedPDF')","(0.6889117808813503, 'ImportAnnotations')","(0.688954446967047, 'Springer')","(0.6892788214278204, 'ImportCodebook')","(0.6894348292545924, 'Codebook')","(0.6899080851997594, 'BrowserStorage')","(0.6901088433344105, 'Hosting')","(0.6901170485142849, 'ExportCodebook')","(0.6902780861773935, 'BuiltIn')","(0.6903478699688372, 'Multivalued')","(0.6903889888917993, 'PreviousAssignments')","(0.6906366490320426, 'ApplicationBased')","(0.6906636176522207, 'Hypothesis')","(0.6906700514504446, 'RenameCodebook')","(0.6907510663727179, 'CodebookDelete')","(0.6908850153433388, 'Manual')","(0.6911460469480011, 'GoogleSheetConsumer')","(0.6913429345063858, 'GoogleSheetProvider')","(0.6914075747031543, 'AnnotationServer')"
GoogleSheetConsumer,"(0.032899624466010816, 'GoogleSheetProvider')","(0.6313958807073273, 'Hierarchy')","(0.6804771383205002, 'URL')","(0.685849115739247, 'Alphabetical')","(0.685849115739247, 'Date')","(0.685849115739247, 'Number')","(0.6876755144533526, 'HTML')","(0.6879065857393654, 'Export')","(0.6882599944348373, 'Assessing')","(0.6887746418089185, 'PDF')","(0.6889746202069869, 'Canvas')","(0.6890828280042458, 'LastAnnotation')","(0.6894217594379259, 'TXT')","(0.689743634514922, 'MoodleComment')","(0.689748102311133, 'TextSummary')","(0.6897955549050685, 'AnnotationList')","(0.6900091758518885, 'Categorize')","(0.6900319114774768, 'SentimentAnalysis')","(0.6903398545711226, 'Remote')","(0.690404588769034, 'URN')","(0.6907272031935576, 'Commenting')","(0.6908113352915155, 'Dropbox')","(0.6908201223051824, 'JSON')","(0.6908759935048667, 'MoodleConsumer')","(0.6908910873649445, 'Update')","(0.6909539086056429, 'Autocomplete')","(0.691108986129995, 'Neo4J')","(0.6911460469480011, 'Create')","(0.6912100727213897, 'DOI')","(0.6912172541988381, 'SuggestedLiterature')","(0.6912654150795701, 'DeleteAll')","(0.6913216078923128, 'ACM')","(0.6913518018780922, 'ScienceDirect')","(0.6913936454462339, 'MoodleReport')","(0.6914081836295173, 'Delete')","(0.6914366363745791, 'AnnotatedPDF')","(0.6914797093000067, 'Springer')","(0.6915238568146698, 'ImportAnnotations')","(0.6915694276423535, 'Classifying')","(0.6916050930248351, 'Selector')","(0.6917388215799031, 'UserFilter')","(0.691752036299313, 'SidebarNavigation')","(0.6918175459236287, 'ImportCodebook')","(0.6918408635128778, 'Codebook')","(0.6918444168140709, 'Replying')","(0.6918771856886081, 'BrowserStorage')","(0.6918966476778082, 'MoodleResource')","(0.6919429253156191, 'Hosting')","(0.6919902663648811, 'PreviousAssignments')","(0.6920227001513292, 'ExportCodebook')","(0.6920247356955735, 'Multivalued')","(0.692095887301279, 'RenameCodebook')","(0.6921269410166399, 'CodebookDelete')","(0.6921641296094474, 'BuiltIn')","(0.6922176565064071, 'Hypothesis')","(0.6922296294053121, 'ApplicationBased')","(0.692326327578757, 'Manual')","(0.692392843836962, 'AnnotationServer')","(0.6924737464705464, 'CodebookUpdate')","(0.6926174176675868, 'Linking')"
CodebookUpdate,"(0.054117508344733695, 'Multivalued')","(0.06046826808460941, 'Hierarchy')","(0.12693841871323763, 'SidebarNavigation')","(0.21951186628977018, 'Codebook')","(0.25008036290817554, 'Classifying')","(0.299144939309653, 'Export')","(0.3093654758316643, 'Autocomplete')","(0.391565147128098, 'ImportCodebook')","(0.39399596497795175, 'ExportCodebook')","(0.3974141797153096, 'MoodleReport')","(0.4289063919027924, 'Update')","(0.4351903469663037, 'BuiltIn')","(0.4509898572251544, 'ImportAnnotations')","(0.5232674712103781, 'Linking')","(0.5241865081776182, 'RenameCodebook')","(0.5242065906217204, 'CodebookDelete')","(0.530178672489154, 'Manual')","(0.533308669001495, 'DeleteAll')","(0.5390058582260051, 'ApplicationBased')","(0.5423154906344787, 'Selector')","(0.6171209547931469, 'BrowserStorage')","(0.6219957647115595, 'UserFilter')","(0.6238537403989728, 'Delete')","(0.6262903081741629, 'Create')","(0.6321796824014108, 'AnnotationList')","(0.6418581540830907, 'Neo4J')","(0.6454194797865138, 'Remote')","(0.6459344267417735, 'PDF')","(0.6685951637270324, 'MoodleResource')","(0.6709465798065493, 'URL')","(0.6813863070188864, 'Date')","(0.6813863070188864, 'Number')","(0.6813863070188869, 'Alphabetical')","(0.6850163338387789, 'HTML')","(0.6860496791774204, 'Assessing')","(0.6873965134140283, 'Canvas')","(0.6875975873519684, 'LastAnnotation')","(0.6884635919206376, 'TXT')","(0.688809895843336, 'TextSummary')","(0.6889677758170276, 'MoodleComment')","(0.6892710141726647, 'Categorize')","(0.6893106782137355, 'SentimentAnalysis')","(0.6900331786394037, 'URN')","(0.6906070730158766, 'Dropbox')","(0.6906208249778104, 'JSON')","(0.6906380493301583, 'Commenting')","(0.6907746030159341, 'MoodleConsumer')","(0.6912156297154949, 'SuggestedLiterature')","(0.6913177058749205, 'DOI')","(0.6913621918798103, 'ACM')","(0.691531917603051, 'ScienceDirect')","(0.6915754306875699, 'Springer')","(0.691581868178766, 'AnnotatedPDF')","(0.6920227430707455, 'Replying')","(0.6921787495655901, 'Hosting')","(0.6921830989305086, 'PreviousAssignments')","(0.6924737464705464, 'GoogleSheetConsumer')","(0.692486649633189, 'Hypothesis')","(0.6925724534633333, 'AnnotationServer')","(0.6926657465493169, 'GoogleSheetProvider')"
Export,"(0.03753013896974272, 'ImportAnnotations')","(0.16707503701605841, 'JSON')","(0.2683681277814201, 'ImportCodebook')","(0.27967558689008004, 'Multivalued')","(0.2865148309720299, 'Codebook')","(0.29632262357111094, 'Hierarchy')","(0.299144939309653, 'CodebookUpdate')","(0.3151825321513149, 'SidebarNavigation')","(0.38259551388542024, 'Classifying')","(0.40892347248138017, 'ExportCodebook')","(0.4112498038341792, 'Autocomplete')","(0.4659072312906047, 'MoodleReport')","(0.46747738888012375, 'BuiltIn')","(0.5331010335079951, 'Update')","(0.5688245088559409, 'Selector')","(0.6091527751629345, 'Linking')","(0.6093360149748002, 'Remote')","(0.6307898121406048, 'URL')","(0.6512940123631643, 'Date')","(0.6512940123631644, 'Alphabetical')","(0.6512940123631644, 'Number')","(0.6584465228555648, 'HTML')","(0.6621545525016386, 'PDF')","(0.6632084405232281, 'Assessing')","(0.6654731870338864, 'TXT')","(0.667291416355383, 'Canvas')","(0.6679360463335942, 'LastAnnotation')","(0.6688975681239688, 'MoodleComment')","(0.6692410750870676, 'AnnotationList')","(0.6720563116013653, 'TextSummary')","(0.6737444253076523, 'Categorize')","(0.6738931671682513, 'SentimentAnalysis')","(0.6746672156155851, 'URN')","(0.675159279201584, 'Commenting')","(0.6777137528193755, 'Neo4J')","(0.6781967470707485, 'MoodleConsumer')","(0.6789067844165805, 'DeleteAll')","(0.6791094305824965, 'Dropbox')","(0.6794142268565968, 'DOI')","(0.6796246138465991, 'Create')","(0.6797064277475979, 'ScienceDirect')","(0.681411181058146, 'MoodleResource')","(0.6814708867184902, 'Delete')","(0.6817245212346548, 'AnnotatedPDF')","(0.6818295078118162, 'SuggestedLiterature')","(0.6825128142314225, 'ACM')","(0.6835257812439437, 'Springer')","(0.6842315346260802, 'BrowserStorage')","(0.6843760969744765, 'ApplicationBased')","(0.6848424197858719, 'Hosting')","(0.6849068173826683, 'Hypothesis')","(0.6850373315435956, 'Manual')","(0.6851040995085533, 'UserFilter')","(0.6857091574994645, 'Replying')","(0.6865002327409389, 'PreviousAssignments')","(0.6868673120955696, 'GoogleSheetProvider')","(0.6870369295710885, 'RenameCodebook')","(0.6871885081355222, 'CodebookDelete')","(0.6879065857393654, 'GoogleSheetConsumer')","(0.6883620147129079, 'AnnotationServer')"
BrowserStorage,"(0.042537744869188945, 'AnnotationServer')","(0.061966504565350695, 'Hypothesis')","(0.22908645959518864, 'Remote')","(0.2345056001010564, 'ApplicationBased')","(0.3121262323360596, 'BuiltIn')","(0.32877617856033814, 'Codebook')","(0.3656167028607257, 'Manual')","(0.4128665759658064, 'Neo4J')","(0.4559288990722051, 'ImportCodebook')","(0.5044421835078132, 'RenameCodebook')","(0.5044823476502399, 'CodebookDelete')","(0.5174769370613431, 'ExportCodebook')","(0.5328620393392844, 'ScienceDirect')","(0.5402077204208922, 'GoogleSheetProvider')","(0.5877562611208308, 'DeleteAll')","(0.6013581596590761, 'Hosting')","(0.6171209547931469, 'CodebookUpdate')","(0.6418447580598716, 'PDF')","(0.6676476949900125, 'DOI')","(0.6718393377829437, 'URL')","(0.6807428849031841, 'Alphabetical')","(0.6807428849031842, 'Date')","(0.6807428849031842, 'Number')","(0.683834649664758, 'HTML')","(0.6842315346260802, 'Export')","(0.6848539471328562, 'Assessing')","(0.6860924209267696, 'Canvas')","(0.6862808892994309, 'LastAnnotation')","(0.686837702224663, 'TXT')","(0.6874137580441305, 'MoodleComment')","(0.6874454040509107, 'TextSummary')","(0.6875052165046542, 'AnnotationList')","(0.6879051594781352, 'Categorize')","(0.6879452698280317, 'SentimentAnalysis')","(0.6885919838912504, 'URN')","(0.6891524406443956, 'Commenting')","(0.6893262145732701, 'Dropbox')","(0.6893418277925132, 'JSON')","(0.6894311335711005, 'MoodleConsumer')","(0.6894566432553356, 'Update')","(0.6895372288565171, 'Autocomplete')","(0.6899080851997594, 'Create')","(0.6900470672844129, 'SuggestedLiterature')","(0.6902318599860378, 'ACM')","(0.6902997983683825, 'MoodleReport')","(0.6903722924235853, 'Delete')","(0.6904228520729114, 'AnnotatedPDF')","(0.6905108519814039, 'Springer')","(0.6905746944962043, 'ImportAnnotations')","(0.690640063357087, 'Classifying')","(0.6907177704614886, 'Selector')","(0.6909565513960203, 'SidebarNavigation')","(0.6909637499567163, 'UserFilter')","(0.6911459334849237, 'Replying')","(0.6911854440977403, 'MoodleResource')","(0.6913942957962831, 'PreviousAssignments')","(0.6914382268178023, 'Multivalued')","(0.6918771856886081, 'GoogleSheetConsumer')","(0.6918972013454541, 'Hierarchy')","(0.692353978673794, 'Linking')"
Dropbox,"(0.03841344002806956, 'URL')","(0.3368620179481343, 'URN')","(0.4338637079287101, 'TXT')","(0.5577322402959016, 'PDF')","(0.6127371606485266, 'Hypothesis')","(0.6757476521247215, 'Alphabetical')","(0.6757476521247218, 'Date')","(0.6757476521247218, 'Number')","(0.678661452828297, 'HTML')","(0.6791094305824965, 'Export')","(0.6801544620607272, 'Assessing')","(0.6816728474944438, 'Canvas')","(0.681914973669996, 'LastAnnotation')","(0.682837845413349, 'MoodleComment')","(0.6829701713858296, 'AnnotationList')","(0.683488663955598, 'TextSummary')","(0.6839138915341088, 'Remote')","(0.6841514104395141, 'Categorize')","(0.6842104570281822, 'SentimentAnalysis')","(0.6854638900017869, 'Commenting')","(0.6856683056299867, 'Autocomplete')","(0.6862936468027877, 'MoodleConsumer')","(0.6863036594242531, 'Update')","(0.6863983434461918, 'JSON')","(0.6866133322154666, 'Neo4J')","(0.6867459740079849, 'MoodleReport')","(0.6870483074090967, 'Create')","(0.6871000807484746, 'DOI')","(0.6871252584096238, 'DeleteAll')","(0.687434453814215, 'ScienceDirect')","(0.6875995801840362, 'SuggestedLiterature')","(0.6878857657340458, 'Delete')","(0.6879231118373832, 'ACM')","(0.6879866717403416, 'AnnotatedPDF')","(0.6880540514240434, 'Classifying')","(0.6882309692081429, 'ImportAnnotations')","(0.6882879206685856, 'ImportCodebook')","(0.6884164313790369, 'Springer')","(0.6885111518735538, 'Selector')","(0.6885253413935823, 'Codebook')","(0.688646443294225, 'SidebarNavigation')","(0.6887998095855015, 'MoodleResource')","(0.6892233023320606, 'UserFilter')","(0.6893262145732701, 'BrowserStorage')","(0.6894241961020753, 'ExportCodebook')","(0.6894706899108365, 'BuiltIn')","(0.6895471505420363, 'Replying')","(0.6895640484648556, 'Hosting')","(0.6898421323852827, 'Multivalued')","(0.689984887226222, 'PreviousAssignments')","(0.6899978749830408, 'ApplicationBased')","(0.6900257914495425, 'Hierarchy')","(0.6902856894341305, 'Manual')","(0.6902922936247348, 'RenameCodebook')","(0.6903808006670786, 'CodebookDelete')","(0.6906070730158766, 'CodebookUpdate')","(0.6908113352915155, 'GoogleSheetConsumer')","(0.6908894865610327, 'GoogleSheetProvider')","(0.6910952086819342, 'AnnotationServer')","(0.6912710286740471, 'Linking')"
BuiltIn,"(0.05525600111241057, 'ExportCodebook')","(0.06376704126781482, 'ImportCodebook')","(0.06714903276308216, 'ApplicationBased')","(0.07029652323534408, 'Manual')","(0.07276351747057774, 'Codebook')","(0.11549250316464377, 'RenameCodebook')","(0.11550757400051778, 'CodebookDelete')","(0.3121262323360596, 'BrowserStorage')","(0.4351903469663037, 'CodebookUpdate')","(0.4576528253157102, 'DeleteAll')","(0.46747738888012375, 'Export')","(0.4719904785025142, 'AnnotationServer')","(0.4761785309240565, 'Hypothesis')","(0.47711025143704805, 'ImportAnnotations')","(0.47823590137213856, 'Remote')","(0.5319056205507056, 'JSON')","(0.566080642800154, 'Neo4J')","(0.5827795365966169, 'Multivalued')","(0.5863444612078434, 'Hierarchy')","(0.5890762111616125, 'SidebarNavigation')","(0.6010978045738717, 'Classifying')","(0.6068624658446556, 'Autocomplete')","(0.6068632559084206, 'PDF')","(0.6089788215154033, 'ScienceDirect')","(0.6127375233365473, 'GoogleSheetProvider')","(0.618616550685172, 'MoodleReport')","(0.6328481090630509, 'Update')","(0.6393955515288422, 'Hosting')","(0.6425949186966864, 'Selector')","(0.6551485035076849, 'Linking')","(0.6625151172778574, 'URL')","(0.6750372236589479, 'DOI')","(0.6767721273998321, 'Alphabetical')","(0.6767721273998322, 'Date')","(0.6767721273998322, 'Number')","(0.6817291341786735, 'HTML')","(0.6831615314443309, 'Assessing')","(0.6850140813681418, 'Canvas')","(0.685291160528955, 'LastAnnotation')","(0.686444569650829, 'TXT')","(0.6869657400179867, 'TextSummary')","(0.6871551633677113, 'MoodleComment')","(0.6872823799279258, 'AnnotationList')","(0.6876051084533004, 'Categorize')","(0.6876601867999683, 'SentimentAnalysis')","(0.6886501476550753, 'URN')","(0.6894706899108365, 'Dropbox')","(0.689481528373123, 'Commenting')","(0.6896930070551384, 'MoodleConsumer')","(0.6902780861773935, 'Create')","(0.6903314998170671, 'SuggestedLiterature')","(0.6905405363294145, 'ACM')","(0.6907891436939257, 'Delete')","(0.6908402838497059, 'AnnotatedPDF')","(0.6908462558299837, 'Springer')","(0.6913159916138653, 'UserFilter')","(0.6914954657050862, 'Replying')","(0.6917314888869941, 'PreviousAssignments')","(0.6917539648981497, 'MoodleResource')","(0.6921641296094474, 'GoogleSheetConsumer')"
Classifying,"(0.045640452238076966, 'SidebarNavigation')","(0.12337901687496812, 'Autocomplete')","(0.1484608903684186, 'Selector')","(0.20082115415552912, 'Multivalued')","(0.24848769253136138, 'Hierarchy')","(0.25008036290817554, 'CodebookUpdate')","(0.2569890751014021, 'Replying')","(0.3468393297831997, 'Commenting')","(0.36964431492177585, 'MoodleReport')","(0.38259551388542024, 'Export')","(0.3879862130639842, 'HTML')","(0.4193033913004326, 'Codebook')","(0.45855680276453314, 'Create')","(0.47931300090235257, 'Remote')","(0.487499669046238, 'PDF')","(0.49539360239528807, 'ImportAnnotations')","(0.5286367246541404, 'Update')","(0.5353793469624026, 'Assessing')","(0.5381212244307629, 'Categorize')","(0.5402829187239806, 'Delete')","(0.5402852280029732, 'SuggestedLiterature')","(0.5551021090451174, 'ImportCodebook')","(0.5582156478193361, 'AnnotationList')","(0.5722498755439192, 'ExportCodebook')","(0.6010978045738717, 'BuiltIn')","(0.6066074358077791, 'Linking')","(0.6218460830237191, 'TXT')","(0.6391844647540315, 'MoodleConsumer')","(0.6620213358080014, 'Hypothesis')","(0.6628811996395384, 'URL')","(0.6756834150601897, 'Date')","(0.6756834150601898, 'Alphabetical')","(0.6756834150601898, 'Number')","(0.6834044475263883, 'Canvas')","(0.6836764711846195, 'LastAnnotation')","(0.6853052880822095, 'MoodleComment')","(0.6853558551975686, 'TextSummary')","(0.6860754377930539, 'SentimentAnalysis')","(0.687000824103551, 'URN')","(0.6880540514240434, 'Dropbox')","(0.6880762947675831, 'JSON')","(0.6887575622129039, 'Neo4J')","(0.6890229790418828, 'DOI')","(0.6891481281750778, 'DeleteAll')","(0.6893357244050474, 'ACM')","(0.689364144773318, 'ScienceDirect')","(0.6895957120284437, 'AnnotatedPDF')","(0.6897257106752684, 'Springer')","(0.6903513239131629, 'UserFilter')","(0.6906129156558101, 'MoodleResource')","(0.690640063357087, 'BrowserStorage')","(0.6907941932468394, 'Hosting')","(0.6909344096509606, 'PreviousAssignments')","(0.691169674142259, 'RenameCodebook')","(0.6912375509606208, 'CodebookDelete')","(0.6913546426458209, 'ApplicationBased')","(0.6915511999083443, 'Manual')","(0.6915694276423535, 'GoogleSheetConsumer')","(0.691790595925531, 'AnnotationServer')","(0.6918493626297839, 'GoogleSheetProvider')"
Replying,"(0.03229799419010601, 'Selector')","(0.25428634170639614, 'HTML')","(0.2569890751014021, 'Classifying')","(0.2987507135792514, 'Autocomplete')","(0.3487423901131833, 'Commenting')","(0.36449532672871743, 'Create')","(0.3998371307841998, 'Remote')","(0.41653854655759104, 'PDF')","(0.45024889132303936, 'SidebarNavigation')","(0.49138883584091964, 'Delete')","(0.5209848042324144, 'AnnotationList')","(0.6149449721441791, 'MoodleReport')","(0.6775094095280476, 'URL')","(0.6833883428828709, 'Alphabetical')","(0.683388342882871, 'Date')","(0.683388342882871, 'Number')","(0.6857091574994645, 'Export')","(0.6861983374769278, 'Assessing')","(0.687078451131639, 'Canvas')","(0.6872145918046586, 'LastAnnotation')","(0.6874711631504196, 'TXT')","(0.6879471526127735, 'MoodleComment')","(0.6880726835209414, 'TextSummary')","(0.6884212042342837, 'Categorize')","(0.6884519220225964, 'SentimentAnalysis')","(0.6889030942201311, 'URN')","(0.6895471505420363, 'Dropbox')","(0.6895600204120402, 'JSON')","(0.6895936639724711, 'MoodleConsumer')","(0.689610125018721, 'Update')","(0.6898772096408092, 'Neo4J')","(0.6900606957263973, 'DOI')","(0.6901230096206328, 'DeleteAll')","(0.6901552283412903, 'SuggestedLiterature')","(0.6902642048078698, 'ScienceDirect')","(0.6903160237676222, 'ACM')","(0.6904457544270821, 'AnnotatedPDF')","(0.6905628902039473, 'Springer')","(0.6905792144554018, 'ImportAnnotations')","(0.6909127375966739, 'ImportCodebook')","(0.6909745107190239, 'UserFilter')","(0.6909788920800116, 'Codebook')","(0.691084197341371, 'MoodleResource')","(0.6911459334849237, 'BrowserStorage')","(0.69125760640883, 'Hosting')","(0.6913274076176854, 'ExportCodebook')","(0.6913782912171097, 'PreviousAssignments')","(0.6913942797640278, 'Multivalued')","(0.6914954657050862, 'BuiltIn')","(0.6915475139688054, 'RenameCodebook')","(0.6915970704917362, 'CodebookDelete')","(0.6916498483797391, 'Hypothesis')","(0.6916537963995025, 'ApplicationBased')","(0.691784047701548, 'Hierarchy')","(0.6918080005715284, 'Manual')","(0.6918444168140709, 'GoogleSheetConsumer')","(0.6920142249121901, 'AnnotationServer')","(0.6920227430707455, 'CodebookUpdate')","(0.6920518818930669, 'GoogleSheetProvider')","(0.6922889646427952, 'Linking')"
ACM,"(1.9770327271055673e-05, 'Springer')","(0.0017692692805587986, 'TextSummary')","(0.00334757479893722, 'LastAnnotation')","(0.0036386133204806626, 'Canvas')","(0.01592992493663624, 'Hosting')","(0.11768306016186436, 'URN')","(0.2183237458194611, 'TXT')","(0.24459616796463407, 'AnnotationList')","(0.5034668081481581, 'DeleteAll')","(0.5047003734322231, 'DOI')","(0.5278867002756629, 'AnnotatedPDF')","(0.545976850083763, 'ScienceDirect')","(0.5460448202095655, 'MoodleReport')","(0.6279457668562447, 'Manual')","(0.672930949677886, 'URL')","(0.6797276763044224, 'Alphabetical')","(0.6797276763044224, 'Date')","(0.6797276763044224, 'Number')","(0.6821607568664091, 'HTML')","(0.6825128142314225, 'Export')","(0.6832459522223511, 'Assessing')","(0.6836306315451639, 'PDF')","(0.6854329670173674, 'MoodleComment')","(0.6862777260456522, 'Categorize')","(0.6863216426832925, 'SentimentAnalysis')","(0.6863364606623936, 'Remote')","(0.6873931724861486, 'Commenting')","(0.6876478048132164, 'Autocomplete')","(0.6879228640428972, 'MoodleConsumer')","(0.6879231118373832, 'Dropbox')","(0.6879384654917025, 'Update')","(0.6879422953502188, 'JSON')","(0.6882487666673012, 'Neo4J')","(0.6884999530730698, 'Create')","(0.6888352810298312, 'SuggestedLiterature')","(0.6891231858270412, 'Delete')","(0.6893357244050474, 'Classifying')","(0.6893893205308913, 'ImportAnnotations')","(0.6895958021825799, 'Selector')","(0.6896549618830561, 'ImportCodebook')","(0.6897841472787839, 'SidebarNavigation')","(0.6897977614083933, 'Codebook')","(0.689980604745398, 'MoodleResource')","(0.6900652935707654, 'UserFilter')","(0.6902318599860378, 'BrowserStorage')","(0.6903160237676222, 'Replying')","(0.6904026422314249, 'ExportCodebook')","(0.6905405363294145, 'BuiltIn')","(0.6906141592003866, 'Multivalued')","(0.6906588978457211, 'PreviousAssignments')","(0.6908625542229425, 'ApplicationBased')","(0.6908861785318366, 'Hypothesis')","(0.6909028235658918, 'RenameCodebook')","(0.6909622998278255, 'Hierarchy')","(0.6909735876011558, 'CodebookDelete')","(0.6913216078923128, 'GoogleSheetConsumer')","(0.6913621918798103, 'CodebookUpdate')","(0.6914980295527429, 'GoogleSheetProvider')","(0.6915549161601009, 'AnnotationServer')","(0.6918133083186404, 'Linking')"
Date,"(0.5947261438722683, 'Hierarchy')","(0.6181567136567813, 'URL')","(0.6372825968196918, 'ImportCodebook')","(0.6498102283330877, 'HTML')","(0.6512940123631643, 'Export')","(0.6531557731893665, 'PDF')","(0.6565223944478991, 'Assessing')","(0.6568597200722232, 'TXT')","(0.6615124838676552, 'Canvas')","(0.6617633658276618, 'MoodleComment')","(0.6621862178675353, 'AnnotationList')","(0.6622989312324814, 'LastAnnotation')","(0.6624225055991255, 'Remote')","(0.6669927381516944, 'Autocomplete')","(0.667306817119181, 'TextSummary')","(0.6679846876310255, 'MoodleReport')","(0.6691139903063844, 'Commenting')","(0.6693454558724118, 'Categorize')","(0.6694892904916712, 'URN')","(0.6695246182663237, 'SentimentAnalysis')","(0.6721288515870398, 'Neo4J')","(0.6736452178970375, 'DeleteAll')","(0.6736602754763497, 'Update')","(0.6739210801539268, 'MoodleConsumer')","(0.6743386818428996, 'Codebook')","(0.6747499097554654, 'ScienceDirect')","(0.6748316077029731, 'DOI')","(0.6753353331106007, 'Create')","(0.6756834150601897, 'Classifying')","(0.6757476521247218, 'Dropbox')","(0.675817739901922, 'JSON')","(0.6759209190069775, 'MoodleResource')","(0.6767721273998322, 'BuiltIn')","(0.6772950154907977, 'SidebarNavigation')","(0.6775863625667577, 'Delete')","(0.6779321347221098, 'AnnotatedPDF')","(0.6782487378931694, 'ImportAnnotations')","(0.6787860880444626, 'ExportCodebook')","(0.6789347488457078, 'SuggestedLiterature')","(0.6791325480843644, 'Selector')","(0.6797276763044224, 'ACM')","(0.680048746842801, 'ApplicationBased')","(0.6807428849031842, 'BrowserStorage')","(0.6808968232233856, 'Springer')","(0.6809837611840103, 'Manual')","(0.6810498437601017, 'Hypothesis')","(0.6813863070188864, 'CodebookUpdate')","(0.6816214703484803, 'Hosting')","(0.6825358626807428, 'Multivalued')","(0.682702083420778, 'UserFilter')","(0.683388342882871, 'Replying')","(0.6837157289918246, 'GoogleSheetProvider')","(0.6842802507596534, 'PreviousAssignments')","(0.6845838926633024, 'Linking')","(0.684881652072891, 'RenameCodebook')","(0.6850509269372073, 'CodebookDelete')","(0.685849115739247, 'GoogleSheetConsumer')","(0.6863518932931647, 'AnnotationServer')","(0.6878167224101674, 'MoodleProvider')","(1, 'Alphabetical')"
AnnotationList,"(0.16561710724367287, 'DeleteAll')","(0.18967139689234983, 'Delete')","(0.19019747361724648, 'Create')","(0.23824823580994753, 'Canvas')","(0.23844216839636775, 'LastAnnotation')","(0.23983031575281072, 'TextSummary')","(0.2438964710250042, 'UserFilter')","(0.24459616796463407, 'ACM')","(0.24516700344860182, 'Springer')","(0.25460402718107805, 'Hosting')","(0.2557213154746883, 'Linking')","(0.2660401931679237, 'Update')","(0.30421248079612095, 'URN')","(0.356738453031908, 'TXT')","(0.38651656332332485, 'Remote')","(0.45291975517546434, 'Neo4J')","(0.5209848042324144, 'Replying')","(0.5238968997359087, 'Selector')","(0.5346877210893135, 'MoodleReport')","(0.5428333301806989, 'HTML')","(0.5438717612506714, 'DOI')","(0.5582156478193361, 'Classifying')","(0.5611240946207164, 'AnnotatedPDF')","(0.5621049035569663, 'Autocomplete')","(0.5716435623117007, 'Commenting')","(0.5732830693496533, 'ScienceDirect')","(0.5778613629455767, 'PDF')","(0.5984281890252253, 'SidebarNavigation')","(0.5996596771026157, 'Hierarchy')","(0.6213049895994383, 'MoodleResource')","(0.6321796824014108, 'CodebookUpdate')","(0.6370560935408947, 'Manual')","(0.6450118566253709, 'URL')","(0.6621862178675353, 'Alphabetical')","(0.6621862178675353, 'Date')","(0.6621862178675353, 'Number')","(0.6692410750870676, 'Export')","(0.6712964193655884, 'Assessing')","(0.6765726276854978, 'MoodleComment')","(0.6790245237254937, 'Categorize')","(0.679133162079858, 'SentimentAnalysis')","(0.6827746307143536, 'MoodleConsumer')","(0.6829701713858296, 'Dropbox')","(0.6830143529178021, 'JSON')","(0.6850115193729294, 'SuggestedLiterature')","(0.6855065200755137, 'ImportCodebook')","(0.6858676423233797, 'ImportAnnotations')","(0.6859256701219488, 'Codebook')","(0.6872823799279258, 'BuiltIn')","(0.6874401381412585, 'ExportCodebook')","(0.6875052165046542, 'BrowserStorage')","(0.6882382022092695, 'ApplicationBased')","(0.6883041354032318, 'Multivalued')","(0.688415198955388, 'Hypothesis')","(0.6886487253148209, 'PreviousAssignments')","(0.6890826247955797, 'RenameCodebook')","(0.6892059672665874, 'CodebookDelete')","(0.6896470684536267, 'GoogleSheetProvider')","(0.6897955549050685, 'GoogleSheetConsumer')","(0.6901745212498855, 'AnnotationServer')"
