QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Commenting,"(0.2657985079193616, 'SentimentAnalysis')","(0.3308756098719357, 'Assessing')","(0.333344756114542, 'Categorize')","(0.3360526197257241, 'SuggestedLiterature')","(0.3468393297831997, 'Classifying')","(0.3487423901131833, 'Replying')","(0.3597090323154194, 'Selector')","(0.4218968848576812, 'Autocomplete')","(0.4370948592751097, 'HTML')","(0.45713766454006444, 'SidebarNavigation')","(0.49000923814715386, 'MoodleComment')","(0.4954370757861784, 'Create')","(0.509474335755183, 'Remote')","(0.5137970079542835, 'PDF')","(0.5599602405456361, 'Delete')","(0.5688729761028656, 'TXT')","(0.5716435623117007, 'AnnotationList')","(0.5956497438022985, 'MoodleReport')","(0.6044272860853276, 'MoodleConsumer')","(0.6463349746223142, 'Hypothesis')","(0.6534131972816557, 'Multivalued')","(0.6540675952772042, 'URL')","(0.6691139903063844, 'Date')","(0.6691139903063845, 'Alphabetical')","(0.6691139903063845, 'Number')","(0.675159279201584, 'Export')","(0.6789033039405283, 'Canvas')","(0.6792687334591295, 'LastAnnotation')","(0.6815710400334344, 'TextSummary')","(0.6836907539707049, 'URN')","(0.6854638900017869, 'Dropbox')","(0.6854970139144924, 'JSON')","(0.6855313134536565, 'Update')","(0.6860816814781135, 'Neo4J')","(0.6866012997264955, 'DOI')","(0.6866917265228145, 'DeleteAll')","(0.6870465622511371, 'ScienceDirect')","(0.6873931724861486, 'ACM')","(0.687590249776071, 'AnnotatedPDF')","(0.6878895060885437, 'ImportAnnotations')","(0.6879851875819716, 'Springer')","(0.6882280119610957, 'ImportCodebook')","(0.6884460597374042, 'Codebook')","(0.6887249969459377, 'MoodleResource')","(0.6889325607314132, 'UserFilter')","(0.6891524406443956, 'BrowserStorage')","(0.6893524819169792, 'ExportCodebook')","(0.6894099953228855, 'Hosting')","(0.689481528373123, 'BuiltIn')","(0.6898043270287426, 'PreviousAssignments')","(0.6899822987112689, 'ApplicationBased')","(0.6900630830076763, 'Hierarchy')","(0.6901503484396732, 'RenameCodebook')","(0.6902493655933692, 'CodebookDelete')","(0.6902872386917918, 'Manual')","(0.6906380493301583, 'CodebookUpdate')","(0.6907272031935576, 'GoogleSheetConsumer')","(0.6908855595808312, 'GoogleSheetProvider')","(0.6910388191293477, 'AnnotationServer')","(0.6912912169953556, 'Linking')"
CodebookDelete,"(6.704573351949796e-07, 'RenameCodebook')","(0.041208640280546674, 'Manual')","(0.08015061626962797, 'ExportCodebook')","(0.1020209693158749, 'ApplicationBased')","(0.11550757400051778, 'BuiltIn')","(0.20165934990244108, 'ImportCodebook')","(0.27148293213970864, 'Codebook')","(0.4274559385925358, 'DeleteAll')","(0.5044823476502399, 'BrowserStorage')","(0.5242065906217204, 'CodebookUpdate')","(0.6031906237987806, 'PDF')","(0.6795257505071962, 'URL')","(0.6850509269372071, 'Alphabetical')","(0.6850509269372073, 'Date')","(0.6850509269372073, 'Number')","(0.6869441110821817, 'HTML')","(0.6871885081355222, 'Export')","(0.6875830301794841, 'Assessing')","(0.6883481945660017, 'Canvas')","(0.6884649543240218, 'LastAnnotation')","(0.6887797407291312, 'TXT')","(0.6891486756585071, 'MoodleComment')","(0.6891894705663736, 'TextSummary')","(0.6892059672665874, 'AnnotationList')","(0.6894775538770279, 'Categorize')","(0.6895027600962376, 'SentimentAnalysis')","(0.689784577263794, 'Remote')","(0.6899005873549421, 'URN')","(0.6902493655933692, 'Commenting')","(0.6903808006670786, 'Dropbox')","(0.6903908759418329, 'JSON')","(0.6904406849256077, 'MoodleConsumer')","(0.6904563603013532, 'Update')","(0.6904860248352342, 'Autocomplete')","(0.6906915489606356, 'Neo4J')","(0.6907510663727179, 'Create')","(0.6908181892129586, 'DOI')","(0.6908510469125562, 'SuggestedLiterature')","(0.6909735876011558, 'ACM')","(0.6909806449448186, 'ScienceDirect')","(0.6909911526779562, 'MoodleReport')","(0.6910609051577785, 'Delete')","(0.6910952005314593, 'AnnotatedPDF')","(0.691160534318932, 'Springer')","(0.6911978106121293, 'ImportAnnotations')","(0.6912375509606208, 'Classifying')","(0.6912960338473908, 'Selector')","(0.6914583249766744, 'SidebarNavigation')","(0.6914700287719493, 'UserFilter')","(0.6915970704917362, 'Replying')","(0.69162065818557, 'MoodleResource')","(0.6917036422978223, 'Hosting')","(0.6917731027141147, 'PreviousAssignments')","(0.6918039824843345, 'Multivalued')","(0.6920232361611676, 'Hypothesis')","(0.6921269410166399, 'GoogleSheetConsumer')","(0.6921583384030184, 'Hierarchy')","(0.6922582477914189, 'AnnotationServer')","(0.6923181637103735, 'GoogleSheetProvider')","(0.6925074446701454, 'Linking')"
Hosting,"(0.015843217835242472, 'Springer')","(0.01592992493663624, 'ACM')","(0.01830103614520429, 'TextSummary')","(0.01992096845607611, 'LastAnnotation')","(0.020210299557393972, 'Canvas')","(0.13076240736965153, 'URN')","(0.2292152525368479, 'TXT')","(0.25460402718107805, 'AnnotationList')","(0.4976065549925539, 'DOI')","(0.5050468720607414, 'ScienceDirect')","(0.5073141648461446, 'DeleteAll')","(0.5310578640517019, 'AnnotatedPDF')","(0.5494862479037627, 'MoodleReport')","(0.5870488108478544, 'Manual')","(0.5993109500608789, 'AnnotationServer')","(0.6004155220180953, 'Hypothesis')","(0.6013581596590761, 'BrowserStorage')","(0.6109217754214165, 'Remote')","(0.6297412221573968, 'Neo4J')","(0.6301626724689594, 'ApplicationBased')","(0.6372850361759499, 'Codebook')","(0.6393955515288422, 'BuiltIn')","(0.6489167927945056, 'GoogleSheetProvider')","(0.6617395728739883, 'ImportCodebook')","(0.6734708729936986, 'URL')","(0.6816214703484802, 'Alphabetical')","(0.6816214703484803, 'Date')","(0.6816214703484803, 'Number')","(0.6844754671912938, 'HTML')","(0.6848424197858719, 'Export')","(0.6854154999052722, 'Assessing')","(0.6862176774479681, 'PDF')","(0.6877942232484272, 'MoodleComment')","(0.6882440543044359, 'Categorize')","(0.6882812946001544, 'SentimentAnalysis')","(0.6894099953228855, 'Commenting')","(0.6895640484648556, 'Dropbox')","(0.68957855805178, 'JSON')","(0.6896646439929535, 'MoodleConsumer')","(0.6896887498251314, 'Update')","(0.6897733738884799, 'Autocomplete')","(0.6901088433344105, 'Create')","(0.6902341530419445, 'SuggestedLiterature')","(0.6905404877763028, 'Delete')","(0.6907291641729532, 'ImportAnnotations')","(0.6907941932468394, 'Classifying')","(0.6908621497071215, 'Selector')","(0.6910876012235034, 'UserFilter')","(0.6910891589470356, 'SidebarNavigation')","(0.69125760640883, 'Replying')","(0.6913072850526367, 'MoodleResource')","(0.691489739451044, 'PreviousAssignments')","(0.6915139470032647, 'ExportCodebook')","(0.6915344200454183, 'Multivalued')","(0.6916553983765458, 'RenameCodebook')","(0.6917036422978223, 'CodebookDelete')","(0.6919429253156191, 'GoogleSheetConsumer')","(0.6919778557256753, 'Hierarchy')","(0.6921787495655901, 'CodebookUpdate')","(0.692401086258632, 'Linking')"
MoodleComment,"(0.15344752878691326, 'PreviousAssignments')","(0.15753134737942312, 'MoodleResource')","(0.3587114374458075, 'MoodleReport')","(0.3738815634371595, 'Autocomplete')","(0.410250617520206, 'SentimentAnalysis')","(0.45027631100231635, 'MoodleConsumer')","(0.4531389954584435, 'MoodleProvider')","(0.49000923814715386, 'Commenting')","(0.49515273059900544, 'Neo4J')","(0.6240982280588792, 'Remote')","(0.6443964120362335, 'URL')","(0.6465280380199536, 'ApplicationBased')","(0.6617633658276618, 'Date')","(0.6617633658276619, 'Alphabetical')","(0.6617633658276619, 'Number')","(0.667971995974853, 'HTML')","(0.6688975681239688, 'Export')","(0.6709955988494363, 'Assessing')","(0.6715866853080464, 'PDF')","(0.6740524364697575, 'Canvas')","(0.674260370031307, 'TXT')","(0.6745319293252404, 'LastAnnotation')","(0.6765726276854978, 'AnnotationList')","(0.6775859184215705, 'TextSummary')","(0.6788359103472068, 'Categorize')","(0.6801137811418211, 'URN')","(0.6826295566431271, 'Update')","(0.682837845413349, 'Dropbox')","(0.6828826350920113, 'JSON')","(0.6838619511329382, 'Create')","(0.6838622059099039, 'DeleteAll')","(0.6839069669258437, 'DOI')","(0.6843806085235364, 'ScienceDirect')","(0.6849064574257346, 'SuggestedLiterature')","(0.6852270674229919, 'Delete')","(0.6853052880822095, 'Classifying')","(0.6853509170387491, 'ImportCodebook')","(0.6853941958615224, 'AnnotatedPDF')","(0.6854329670173674, 'ACM')","(0.6857571360430164, 'ImportAnnotations')","(0.6857814268827551, 'Codebook')","(0.6862083624848174, 'Selector')","(0.6862198181126797, 'Springer')","(0.6862208298336118, 'SidebarNavigation')","(0.6871551633677113, 'BuiltIn')","(0.6873312410126828, 'ExportCodebook')","(0.6874137580441305, 'BrowserStorage')","(0.6874635949910934, 'UserFilter')","(0.6877942232484272, 'Hosting')","(0.6879471526127735, 'Replying')","(0.6880033074095462, 'Hierarchy')","(0.6882260069920698, 'Multivalued')","(0.6883226762909807, 'Hypothesis')","(0.6885662920510455, 'Manual')","(0.6889677758170276, 'CodebookUpdate')","(0.6890241559107815, 'RenameCodebook')","(0.6891486756585071, 'CodebookDelete')","(0.6895755105463258, 'GoogleSheetProvider')","(0.689743634514922, 'GoogleSheetConsumer')","(0.6900904621506225, 'Linking')"
SidebarNavigation,"(0.045640452238076966, 'Classifying')","(0.07042960439674403, 'Multivalued')","(0.12484014640281102, 'Hierarchy')","(0.12693841871323763, 'CodebookUpdate')","(0.16174111709516648, 'Autocomplete')","(0.31311012072072675, 'Selector')","(0.3151825321513149, 'Export')","(0.3406531185338986, 'MoodleReport')","(0.3606731316693558, 'Codebook')","(0.45024889132303936, 'Replying')","(0.45713766454006444, 'Commenting')","(0.45961411719665496, 'ImportAnnotations')","(0.5019164081534444, 'Update')","(0.5066821365432189, 'HTML')","(0.5339383435678735, 'ImportCodebook')","(0.5445003060095748, 'Create')","(0.554584402824325, 'ExportCodebook')","(0.5547178730459938, 'Remote')","(0.5579173163511038, 'PDF')","(0.5684638753975755, 'Assessing')","(0.5710869789656549, 'Categorize')","(0.5730568330685876, 'SuggestedLiterature')","(0.5889432368735705, 'Delete')","(0.5890762111616125, 'BuiltIn')","(0.5952628712138601, 'Linking')","(0.5984281890252253, 'AnnotationList')","(0.6331690321300574, 'TXT')","(0.6470483682781403, 'MoodleConsumer')","(0.66537917328197, 'URL')","(0.6657964174738178, 'Hypothesis')","(0.6772950154907977, 'Alphabetical')","(0.6772950154907977, 'Date')","(0.6772950154907977, 'Number')","(0.6844327346464306, 'Canvas')","(0.6846819873500518, 'LastAnnotation')","(0.686214630103271, 'TextSummary')","(0.6862208298336118, 'MoodleComment')","(0.6868674277995588, 'SentimentAnalysis')","(0.6877299846048417, 'URN')","(0.688646443294225, 'Dropbox')","(0.6886662903171377, 'JSON')","(0.6893242165839406, 'Neo4J')","(0.6895458323940333, 'DOI')","(0.6896674457430987, 'DeleteAll')","(0.6897841472787839, 'ACM')","(0.6898550433432131, 'ScienceDirect')","(0.6900366281308756, 'AnnotatedPDF')","(0.6901281240275516, 'Springer')","(0.6906784925895448, 'UserFilter')","(0.6909565513960203, 'BrowserStorage')","(0.6909771794817099, 'MoodleResource')","(0.6910891589470356, 'Hosting')","(0.6911911550143698, 'PreviousAssignments')","(0.6913984313158186, 'RenameCodebook')","(0.6914583249766744, 'CodebookDelete')","(0.6916123681012528, 'ApplicationBased')","(0.691752036299313, 'GoogleSheetConsumer')","(0.6917847077797172, 'Manual')","(0.6919488677585434, 'AnnotationServer')","(0.6920293447633923, 'GoogleSheetProvider')"
MoodleProvider,"(0.02372478839283968, 'MoodleConsumer')","(0.19763771673463437, 'MoodleResource')","(0.20206718103151855, 'MoodleReport')","(0.2085767974971379, 'Neo4J')","(0.4531389954584435, 'MoodleComment')","(0.6129350432554062, 'Autocomplete')","(0.6241541310405998, 'ApplicationBased')","(0.6827616356257193, 'URL')","(0.6878167224101673, 'Alphabetical')","(0.6878167224101674, 'Date')","(0.6878167224101674, 'Number')","(0.6895037485530804, 'HTML')","(0.6897069986678289, 'Export')","(0.6899751189452974, 'Assessing')","(0.6905130768058798, 'PDF')","(0.6905836910458987, 'Canvas')","(0.6906738894794713, 'LastAnnotation')","(0.6910606260741292, 'TXT')","(0.691213778893264, 'TextSummary')","(0.6913241926544538, 'AnnotationList')","(0.6914172495484284, 'Categorize')","(0.6914347001045844, 'SentimentAnalysis')","(0.6917510291556892, 'URN')","(0.6917916809942194, 'Remote')","(0.6920003057128099, 'Dropbox')","(0.6920062543330205, 'JSON')","(0.6920134054585351, 'Commenting')","(0.6920859063092947, 'Update')","(0.6922512348761476, 'Create')","(0.6922625137347065, 'SuggestedLiterature')","(0.6923058867003824, 'DOI')","(0.6923253635119276, 'ACM')","(0.6923510851007282, 'DeleteAll')","(0.6923974796356807, 'ScienceDirect')","(0.6924040586562756, 'Delete')","(0.6924166334304871, 'Springer')","(0.6924191067207122, 'AnnotatedPDF')","(0.6924692691204851, 'ImportAnnotations')","(0.6925105436377745, 'Selector')","(0.6925200586613334, 'Classifying')","(0.6925552888435542, 'UserFilter')","(0.6926077683889575, 'Replying')","(0.6926091576172396, 'SidebarNavigation')","(0.6926464795905084, 'BrowserStorage')","(0.6926742910481355, 'Hosting')","(0.6926764387110828, 'PreviousAssignments')","(0.6926764628850046, 'Codebook')","(0.6926788843635538, 'ImportCodebook')","(0.6927087313890294, 'Multivalued')","(0.6927235112445209, 'RenameCodebook')","(0.6927325559011344, 'ExportCodebook')","(0.6927369500225107, 'CodebookDelete')","(0.69280214744851, 'GoogleSheetConsumer')","(0.6928076325243622, 'Hypothesis')","(0.6928093921210923, 'BuiltIn')","(0.692845685944395, 'AnnotationServer')","(0.6928527188175808, 'Manual')","(0.6928751647260956, 'Hierarchy')","(0.6928880121377449, 'GoogleSheetProvider')","(0.6929106273970742, 'CodebookUpdate')"
ImportAnnotations,"(0.03753013896974272, 'Export')","(0.06687651625118124, 'JSON')","(0.26263869536331585, 'ImportCodebook')","(0.35484661567348075, 'Codebook')","(0.4199474179333996, 'ExportCodebook')","(0.440326190888818, 'Multivalued')","(0.4501210192955802, 'Hierarchy')","(0.4509898572251544, 'CodebookUpdate')","(0.45961411719665496, 'SidebarNavigation')","(0.47711025143704805, 'BuiltIn')","(0.49539360239528807, 'Classifying')","(0.5130627048562719, 'Autocomplete')","(0.5440529668225221, 'MoodleReport')","(0.5825475287800653, 'Update')","(0.6040792422079495, 'Selector')","(0.6189847468248475, 'Remote')","(0.6302997152136123, 'Linking')","(0.6685339168471123, 'URL')","(0.6782487378931694, 'Date')","(0.6782487378931696, 'Alphabetical')","(0.6782487378931698, 'Number')","(0.6816497481367361, 'HTML')","(0.6828785364156396, 'Assessing')","(0.6837113057895037, 'PDF')","(0.6843136240587434, 'Canvas')","(0.68453444249273, 'LastAnnotation')","(0.6850133594190918, 'TXT')","(0.6857571360430164, 'MoodleComment')","(0.6858676423233797, 'AnnotationList')","(0.6859164295324534, 'TextSummary')","(0.6864717017018365, 'Categorize')","(0.6865204395851296, 'SentimentAnalysis')","(0.6872502780671443, 'URN')","(0.6878895060885437, 'Commenting')","(0.6882309692081429, 'Dropbox')","(0.6883136654708659, 'MoodleConsumer')","(0.6887531604729955, 'Neo4J')","(0.6889117808813503, 'Create')","(0.689023120420859, 'DOI')","(0.6891165194386664, 'DeleteAll')","(0.6891507540654147, 'SuggestedLiterature')","(0.6893229889503286, 'ScienceDirect')","(0.6893893205308913, 'ACM')","(0.6895161785995368, 'Delete')","(0.6895839540489848, 'AnnotatedPDF')","(0.6897512272992294, 'Springer')","(0.690341554135246, 'UserFilter')","(0.6904717026835581, 'MoodleResource')","(0.6905746944962043, 'BrowserStorage')","(0.6905792144554018, 'Replying')","(0.6907291641729532, 'Hosting')","(0.6909024212187448, 'PreviousAssignments')","(0.6911314583721062, 'RenameCodebook')","(0.6911978106121293, 'CodebookDelete')","(0.6912353563707501, 'ApplicationBased')","(0.6912373566399267, 'Hypothesis')","(0.691434752021763, 'Manual')","(0.6915238568146698, 'GoogleSheetConsumer')","(0.6917424961198639, 'AnnotationServer')","(0.6917625939506664, 'GoogleSheetProvider')"
Alphabetical,"(0.5947261438722683, 'Hierarchy')","(0.6181567136567812, 'URL')","(0.6372825968196919, 'ImportCodebook')","(0.6498102283330875, 'HTML')","(0.6512940123631644, 'Export')","(0.6531557731893665, 'PDF')","(0.6565223944478991, 'Assessing')","(0.6568597200722233, 'TXT')","(0.6615124838676552, 'Canvas')","(0.6617633658276619, 'MoodleComment')","(0.6621862178675353, 'AnnotationList')","(0.6622989312324814, 'LastAnnotation')","(0.6624225055991253, 'Remote')","(0.6669927381516942, 'Autocomplete')","(0.667306817119181, 'TextSummary')","(0.6679846876310254, 'MoodleReport')","(0.6691139903063845, 'Commenting')","(0.6693454558724117, 'Categorize')","(0.6694892904916708, 'URN')","(0.6695246182663237, 'SentimentAnalysis')","(0.6721288515870398, 'Neo4J')","(0.6736452178970376, 'DeleteAll')","(0.6736602754763497, 'Update')","(0.6739210801539268, 'MoodleConsumer')","(0.6743386818428996, 'Codebook')","(0.6747499097554654, 'ScienceDirect')","(0.674831607702973, 'DOI')","(0.6753353331106007, 'Create')","(0.6756834150601898, 'Classifying')","(0.6757476521247215, 'Dropbox')","(0.675817739901922, 'JSON')","(0.6759209190069775, 'MoodleResource')","(0.6767721273998321, 'BuiltIn')","(0.6772950154907977, 'SidebarNavigation')","(0.6775863625667576, 'Delete')","(0.6779321347221097, 'AnnotatedPDF')","(0.6782487378931696, 'ImportAnnotations')","(0.6787860880444632, 'ExportCodebook')","(0.678934748845708, 'SuggestedLiterature')","(0.6791325480843644, 'Selector')","(0.6797276763044224, 'ACM')","(0.6800487468428011, 'ApplicationBased')","(0.6807428849031841, 'BrowserStorage')","(0.6808968232233856, 'Springer')","(0.6809837611840103, 'Manual')","(0.6810498437601017, 'Hypothesis')","(0.6813863070188869, 'CodebookUpdate')","(0.6816214703484802, 'Hosting')","(0.6825358626807427, 'Multivalued')","(0.6827020834207778, 'UserFilter')","(0.6833883428828709, 'Replying')","(0.6837157289918246, 'GoogleSheetProvider')","(0.6842802507596533, 'PreviousAssignments')","(0.6845838926633024, 'Linking')","(0.6848816520728909, 'RenameCodebook')","(0.6850509269372071, 'CodebookDelete')","(0.685849115739247, 'GoogleSheetConsumer')","(0.6863518932931645, 'AnnotationServer')","(0.6878167224101673, 'MoodleProvider')","(1, 'Alphabetical')"
DeleteAll,"(0.12113961932226837, 'UserFilter')","(0.13628605896526583, 'Linking')","(0.15590055966284463, 'Delete')","(0.1566370168660308, 'Update')","(0.16561710724367287, 'AnnotationList')","(0.19892866824204927, 'Create')","(0.40341104086131097, 'Manual')","(0.41047258487715677, 'Neo4J')","(0.42739011892266343, 'RenameCodebook')","(0.4274559385925358, 'CodebookDelete')","(0.44791730259719387, 'ExportCodebook')","(0.4542344695479743, 'ApplicationBased')","(0.4555694068030116, 'Remote')","(0.4576528253157102, 'BuiltIn')","(0.4813136136259019, 'ImportCodebook')","(0.49894925187651296, 'Canvas')","(0.4991248379153834, 'LastAnnotation')","(0.5002635381303369, 'TextSummary')","(0.5026193973391107, 'Codebook')","(0.5034668081481581, 'ACM')","(0.5038292251613123, 'Springer')","(0.5073141648461446, 'Hosting')","(0.5208494791807756, 'URN')","(0.533308669001495, 'CodebookUpdate')","(0.5369721717164181, 'TXT')","(0.5877562611208308, 'BrowserStorage')","(0.5900243189130111, 'Hierarchy')","(0.6088150132382432, 'DOI')","(0.6163658518761241, 'MoodleResource')","(0.6166333468568856, 'AnnotatedPDF')","(0.6224391118827017, 'MoodleReport')","(0.6224737393764985, 'ScienceDirect')","(0.6283378523693367, 'PDF')","(0.6604205882983776, 'URL')","(0.6736452178970375, 'Date')","(0.6736452178970375, 'Number')","(0.6736452178970376, 'Alphabetical')","(0.6782925942743826, 'HTML')","(0.6789067844165805, 'Export')","(0.6799487299247404, 'Assessing')","(0.6838622059099039, 'MoodleComment')","(0.6847960980802235, 'Categorize')","(0.6848611922956638, 'SentimentAnalysis')","(0.6866917265228145, 'Commenting')","(0.6871252584096238, 'Dropbox')","(0.6871510787489896, 'JSON')","(0.6872220137995526, 'Autocomplete')","(0.6872388613959426, 'MoodleConsumer')","(0.6883196810143293, 'SuggestedLiterature')","(0.6891165194386664, 'ImportAnnotations')","(0.6891481281750778, 'Classifying')","(0.6893570413568443, 'Selector')","(0.6896674457430987, 'SidebarNavigation')","(0.6901230096206328, 'Replying')","(0.6905192589299962, 'PreviousAssignments')","(0.6905267904433943, 'Multivalued')","(0.6908943977852462, 'Hypothesis')","(0.6912654150795701, 'GoogleSheetConsumer')","(0.6915204416952552, 'GoogleSheetProvider')","(0.6915223641948451, 'AnnotationServer')"
Remote,"(0.2053266295219473, 'AnnotationServer')","(0.21713648132896074, 'Hypothesis')","(0.22908645959518864, 'BrowserStorage')","(0.28284020105493357, 'Create')","(0.306449625678112, 'Neo4J')","(0.3222764224800977, 'Delete')","(0.38651656332332485, 'AnnotationList')","(0.3998371307841998, 'Replying')","(0.4081031332754689, 'Selector')","(0.42603938386215434, 'UserFilter')","(0.4330797621080366, 'Linking')","(0.4349066017690731, 'Update')","(0.45112735202878596, 'Autocomplete')","(0.4555694068030116, 'DeleteAll')","(0.45672233707557264, 'ApplicationBased')","(0.4640211252137709, 'HTML')","(0.46475658084123606, 'Codebook')","(0.47823590137213856, 'BuiltIn')","(0.47931300090235257, 'Classifying')","(0.509474335755183, 'Commenting')","(0.5289325228885307, 'PDF')","(0.5530733091492621, 'ScienceDirect')","(0.5547178730459938, 'SidebarNavigation')","(0.5620183844879009, 'ImportCodebook')","(0.5620363414076752, 'GoogleSheetProvider')","(0.5662533759039912, 'Manual')","(0.588205511779889, 'MoodleResource')","(0.6044769886465224, 'MoodleReport')","(0.6093360149748002, 'Export')","(0.6109217754214165, 'Hosting')","(0.6131172185610843, 'JSON')","(0.6189847468248475, 'ImportAnnotations')","(0.622628077186309, 'Hierarchy')","(0.6240982280588792, 'MoodleComment')","(0.628177200976354, 'PreviousAssignments')","(0.6426970798411757, 'URL')","(0.6454194797865138, 'CodebookUpdate')","(0.6487790861557304, 'ExportCodebook')","(0.6624225055991253, 'Alphabetical')","(0.6624225055991255, 'Date')","(0.6624225055991255, 'Number')","(0.6653632287059649, 'DOI')","(0.6722672968529162, 'Assessing')","(0.6753837055949304, 'Canvas')","(0.6758654210902928, 'LastAnnotation')","(0.6765200404432166, 'TXT')","(0.6788879044789382, 'TextSummary')","(0.6801026878346013, 'Categorize')","(0.6802092070310297, 'SentimentAnalysis')","(0.6816475065133781, 'URN')","(0.6839138915341088, 'Dropbox')","(0.6839601031018541, 'MoodleConsumer')","(0.6858470352091047, 'SuggestedLiterature')","(0.6863364606623936, 'ACM')","(0.6865629775434094, 'AnnotatedPDF')","(0.6870666643630812, 'Springer')","(0.689124401559726, 'Multivalued')","(0.6896686065235742, 'RenameCodebook')","(0.689784577263794, 'CodebookDelete')","(0.6903398545711226, 'GoogleSheetConsumer')"
JSON,"(0.06687651625118124, 'ImportAnnotations')","(0.16707503701605841, 'Export')","(0.3265623067971607, 'ImportCodebook')","(0.4893035185568268, 'ExportCodebook')","(0.5066823822905371, 'Codebook')","(0.5319056205507056, 'BuiltIn')","(0.6131172185610843, 'Remote')","(0.6678593476860657, 'URL')","(0.675817739901922, 'Alphabetical')","(0.675817739901922, 'Date')","(0.675817739901922, 'Number')","(0.678722636979233, 'HTML')","(0.6802079934810696, 'Assessing')","(0.6804589330918289, 'PDF')","(0.6817199396615284, 'Canvas')","(0.6818140146593497, 'TXT')","(0.6819610093015627, 'LastAnnotation')","(0.6828826350920113, 'MoodleComment')","(0.6830143529178021, 'AnnotationList')","(0.683527677129069, 'TextSummary')","(0.6841874090810959, 'Categorize')","(0.6842461862080134, 'SentimentAnalysis')","(0.6849073933322114, 'URN')","(0.6854970139144924, 'Commenting')","(0.6857027891512728, 'Autocomplete')","(0.6863211825386073, 'MoodleConsumer')","(0.6863313376665631, 'Update')","(0.6863983434461918, 'Dropbox')","(0.6866414554514191, 'Neo4J')","(0.6867775177055737, 'MoodleReport')","(0.6870729203043129, 'Create')","(0.6871251502803235, 'DOI')","(0.6871510787489896, 'DeleteAll')","(0.6874587701289447, 'ScienceDirect')","(0.6876201236619884, 'SuggestedLiterature')","(0.6879067649340529, 'Delete')","(0.6879422953502188, 'ACM')","(0.6880071914453298, 'AnnotatedPDF')","(0.6880762947675831, 'Classifying')","(0.6884335980723062, 'Springer')","(0.6885296212637695, 'Selector')","(0.6886662903171377, 'SidebarNavigation')","(0.6888207948663205, 'MoodleResource')","(0.68923734981073, 'UserFilter')","(0.6893418277925132, 'BrowserStorage')","(0.6895600204120402, 'Replying')","(0.68957855805178, 'Hosting')","(0.6898554492661874, 'Multivalued')","(0.6899962440933916, 'PreviousAssignments')","(0.6900133874553258, 'ApplicationBased')","(0.6900428144834942, 'Hierarchy')","(0.6900815044771083, 'Hypothesis')","(0.6903000855514787, 'Manual')","(0.690302647735956, 'RenameCodebook')","(0.6903908759418329, 'CodebookDelete')","(0.6906208249778104, 'CodebookUpdate')","(0.6908201223051824, 'GoogleSheetConsumer')","(0.6909004380871661, 'GoogleSheetProvider')","(0.6911032133140369, 'AnnotationServer')","(0.6912809044315504, 'Linking')"
